timestamp,event_type,status,run_id,week_number,chart_date,rank,basename,prompt_path,meta_path,image_path
2026-02-26T03:11:31.960506+00:00,prompt_built,prompt_built,2026-02-26_w30_top3_cinematic_painterly_1974_v1_720x1280,30,1974-08-03,1,1974_W30_1974-08-03_R01_annie-s-song__john-denver,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/prompts/1974_W30_1974-08-03_R01_annie-s-song__john-denver.txt,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/meta/1974_W30_1974-08-03_R01_annie-s-song__john-denver.json,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/images/1974_W30_1974-08-03_R01_annie-s-song__john-denver.png
2026-02-26T03:11:31.960790+00:00,prompt_built,prompt_built,2026-02-26_w30_top3_cinematic_painterly_1974_v1_720x1280,30,1974-08-03,2,1974_W30_1974-08-03_R02_don-t-let-the-sun-go-down-on-me__elton-john,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/prompts/1974_W30_1974-08-03_R02_don-t-let-the-sun-go-down-on-me__elton-john.txt,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/meta/1974_W30_1974-08-03_R02_don-t-let-the-sun-go-down-on-me__elton-john.json,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/images/1974_W30_1974-08-03_R02_don-t-let-the-sun-go-down-on-me__elton-john.png
2026-02-26T03:11:31.961111+00:00,prompt_built,prompt_built,2026-02-26_w30_top3_cinematic_painterly_1974_v1_720x1280,30,1974-08-03,3,1974_W30_1974-08-03_R03_feel-like-makin-love__roberta-flack,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/prompts/1974_W30_1974-08-03_R03_feel-like-makin-love__roberta-flack.txt,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/meta/1974_W30_1974-08-03_R03_feel-like-makin-love__roberta-flack.json,/Users/bobhopp/Sites/retroverse/retroverse-1974/out/1974/cinematic_painterly_1974_v1/week_30_1974-07-29_1974-08-04/top3/images/1974_W30_1974-08-03_R03_feel-like-makin-love__roberta-flack.png
