date,rank,artist,album,length,track_length
1978-08-26,177,"Love And Kisses","How Much,how Much I Love You",,
1978-08-26,178,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-08-26,179,"Ashford & Simpson","Send It",8,272839.5
1978-08-26,180,"The Whispers",Headlights,8,314258.0
1978-08-26,181,"Jane Olivor","Stay The Night",10,206695.6
1978-08-26,182,"The Rolling Stones","Sticky Fingers",10,297061.0
1978-08-26,183,"The Steve Miller Band","Book Of Dreams",,
1978-08-26,184,"The Oak Ridge Boys","Room Service",11,187423.909090909
1978-08-26,185,"Frankie Valli","Frankie Valli...Is The Word",10,217607.1
1978-08-26,186,Eagles,"Hotel California",9,340131.666666667
1978-08-26,187,"Norma Jean","Norma Jean",1,193911.0
1978-08-26,188,"Little Feat","Waiting For Columbus",27,277210.37037037
1978-08-26,189,Uk,U.k.,5,162242.6
1978-08-26,190,Trooper,"Thick As Thieves",10,229892.9
1978-08-26,191,"Larry Carlton","Larry Carlton",8,334166.25
1978-08-26,192,Voyage,Voyage,12,223758.25
1978-08-26,193,"Pat Metheny Group","Pat Metheny Group",7,410464.285714286
1978-08-26,194,Sweet,"Level Headed",16,249570.0
1978-08-26,195,ABBA,Arrival,12,210954.25
1978-08-26,196,"The Marshall Tucker Band","Together - Forever",8,326658.0
1978-08-26,197,"Earl Klugh","Magic In Your Eyes",9,263020.333333333
1978-08-26,198,"B.B. King","Midnight Believer",7,285946.571428571
1978-08-26,199,"Stanley Clarke","Modern Man",12,193784.25
1978-08-26,200,"Paul McCartney And Wings","Wings Over America",,
1978-09-02,1,Soundtrack,Grease,21,201416.80952381
1978-09-02,2,"The Rolling Stones","Some Girls",10,254173.0
1978-09-02,3,Commodores,"Natural High",8,311567.875
1978-09-02,4,Foreigner,"Double Vision",12,227267.583333333
1978-09-02,5,Soundtrack,"Sgt. Peppers Lonely Hearts Club Band",,
1978-09-02,6,"Pablo Cruise","Worlds Away",9,266353.777777778
1978-09-02,7,"Bob Seger","Stranger In Town",9,265499.666666667
1978-09-02,8,"Joe Walsh","But Seriously Folks",8,265178.125
1978-09-02,9,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-09-02,10,Boston,"Don't Look Back",8,285179.5
1978-09-02,11,"Billy Joel","The Stranger",21,296449.238095238
1978-09-02,12,"A Taste Of Honey","A Taste Of Honey",9,256659.222222222
1978-09-02,13,"The Brothers Johnson",Blam,9,232992.222222222
1978-09-02,14,"Andy Gibb","Shadow Dancing",10,247935.8
1978-09-02,15,"Teddy Pendergrass","Life Is A Song Worth Singing",9,312602.333333333
1978-09-02,16,"Rick James","Come Get It",9,327245.666666667
1978-09-02,17,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-09-02,18,"Bruce Springsteen","Darkness On The Edge Of Town",10,256567.7
1978-09-02,19,"Johnny Mathis And Deniece Williams","That's What Friends Are For",,
1978-09-02,20,"Evelyn ""Champagne"" King","Smooth Talk",,
1978-09-02,21,LTD,Togetherness,10,232853.0
1978-09-02,22,"The Moody Blues",Octave,15,290897.4
1978-09-02,23,"Kenny Loggins",Nightwatch,9,275975.777777778
1978-09-02,24,"Gerry Rafferty","City To City",10,319864.9
1978-09-02,25,"Village People","Macho Man",2,316619.5
1978-09-02,26,"Steely Dan",Aja,7,343028.142857143
1978-09-02,27,"Barry Manilow","Even Now",14,220591.428571429
1978-09-02,28,"The Beatles","Sgt. Pepper's Lonely Hearts Club Band",13,186493.923076923
1978-09-02,29,"David Gilmour","David Gilmore",,
1978-09-02,30,Foxy,"Get Off",1,341293.0
1978-09-02,31,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-09-02,32,"Natalie Cole","Natalie Live",16,342361.0625
1978-09-02,33,"Bob Dylan","Street Legal",9,330368.555555556
1978-09-02,34,ConFunkShun,"Love Shine",,
1978-09-02,35,"The Crusaders",Images,7,340704.428571429
1978-09-02,36,"Little River Band","Sleeper Catcher",9,281811.555555556
1978-09-02,37,"Barbra Streisand",Songbird,10,229055.6
1978-09-02,38,"Shaun Cassidy","Under Raps",,
1978-09-02,39,"The Alan Parsons Project",Pyramid,16,211611.3125
1978-09-02,40,"Toby Beau","Toby Beau",1,222666.0
1978-09-02,41,"The Emotions",Sunbeam,11,200182.727272727
1978-09-02,42,"Quincy Jones","Sounds...And Stuff Like That!!",7,308196.0
1978-09-02,43,"KC And The Sunshine Band","Who Do Ya Love",8,241756.375
1978-09-02,44,"Betty Wright","Betty Wright Live",1,580413.0
1978-09-02,45,"Peter Gabriel","Peter Gabriel (II)",9,
1978-09-02,46,Soundtrack,Fm,50,189786.94
1978-09-02,47,Soundtrack,"Thank God It's Friday",,
1978-09-02,48,UFO,Obsession,14,206209.214285714
1978-09-02,49,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-09-02,50,"The O'Jays","So Full Of Love",8,271397.875
1978-09-02,51,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-09-02,52,"The Kinks",Misfits,11,245861.363636364
1978-09-02,53,"Michael Henderson","In The Night Time",8,292143.0
1978-09-02,54,"Dolly Parton",Heartbreaker,10,193170.4
1978-09-02,55,"Millie Jackson","Get It Outcha System",,
1978-09-02,56,"Kenny Rogers","Love Or Something Like It",11,182713.636363636
1978-09-02,57,"Van Halen","Van Halen",11,214083.545454545
1978-09-02,58,"Herbie Hancock",Sunlight,5,444343.8
1978-09-02,59,"The Cars","The Cars",9,245536.0
1978-09-02,60,Journey,Infinity,10,218869.0
1978-09-02,61,"Jackson Browne","Running On Empty",10,260547.7
1978-09-02,62,"Eddie Money","Eddie Money",10,205046.3
1978-09-02,63,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-09-02,64,"Chris Rea","What Ever Happened To Benny Santini",,
1978-09-02,65,ABBA,"The Album",10,267333.1
1978-09-02,66,"Chuck Mangione","Feels So Good",6,394279.5
1978-09-02,67,"High Inergy","Steppin' Out",,
1978-09-02,68,"Norman Connors","This Is Your Life",10,275327.7
1978-09-02,69,"The Sundays",Sunburn,,
1978-09-02,70,"Jefferson Starship",Earth,9,293372.777777778
1978-09-02,71,"Cheap Trick","Heaven Tonight",11,236886.909090909
1978-09-02,72,War,Youngblood,12,289040.75
1978-09-02,73,"Rita Coolidge","Love Me Again",1,219026.0
1978-09-02,74,"Willie Nelson",Stardust,10,219051.7
1978-09-02,75,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-09-02,76,Genesis,"And Then There Were Three",11,292278.363636364
1978-09-02,77,"Village People","Village People",6,286110.5
1978-09-02,78,Slave,"The Concept",7,325887.285714286
1978-09-02,79,"Walter Egan","Not Shy",10,212195.7
1978-09-02,80,"Buddy Holly","Buddy Holly & The Crickets 20 Golden Greats",20,
1978-09-02,81,Sylvester,"Step II",7,303832.0
1978-09-02,82,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-09-02,83,Exile,"Mixed Emotion",,
1978-09-02,84,"Michael Johnson","The Michael Johnson Album",,
1978-09-02,85,"Crystal Gayle","When I Dream",12,185598.583333333
1978-09-02,86,Soundtrack,"The Buddy Holly Story",,
1978-09-02,87,"Fleetwood Mac",Rumours,58,
1978-09-02,88,"The Beatles","The Beatles 1967-1970",28,214094.392857143
1978-09-02,89,"Roy Ayers","You Send Me",8,361479.625
1978-09-02,90,"Bobby Humphrey",Freestyle,,
1978-09-02,91,"Linda Clifford","If My Friends Could See Me Now",10,438310.9
1978-09-02,92,"Lenny Williams","Spark Of Love",11,302353.454545455
1978-09-02,93,"Talking Heads","More Songs About Buildings And Food",15,236991.733333333
1978-09-02,94,"Anne Murray","Let's Keep It That Way",10,197442.3
1978-09-02,95,"Sammy Hagar","All Night Long",7,344890.0
1978-09-02,96,"Dave Mason","Mariposa Do Ora",,
1978-09-02,97,"Robin Trower","Caravan To Midnight",9,257053.0
1978-09-02,98,"The Fatback Band","Fired Up 'n' Kickin'",,
1978-09-02,99,"Chick Corea",Friends,8,458368.0
1978-09-02,100,"Jeff Wayne/Various Artists","The War Of The Worlds",,
1978-09-02,101,"Grace Jones",Fame,7,345913.857142857
1978-09-02,102,Chic,Chic,40,272391.575
1978-09-02,103,Styx,"The Grand Illusion",8,312237.875
1978-09-02,104,Wings,"London Town",14,219551.071428571
1978-09-02,105,"Donna Summer","Once Upon A Time",16,256053.625
1978-09-02,106,"Leo Sayer","Leo Sayer",10,215787.6
1978-09-02,107,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-09-02,108,"Tom Petty And The Heartbreakers","You're Gonna' Get It",10,179354.5
1978-09-02,109,"Jean Luc Ponty","Cosmic Messenger",8,283358.0
1978-09-02,110,Soundtrack,"Foul Play",12,129766.5
1978-09-02,111,"Steve Martin","Lets Get Small",10,228936.9
1978-09-02,112,"Michael Stanley Band","Cabin Fever",11,227641.0
1978-09-02,113,Heatwave,"Central Heating",9,277429.333333333
1978-09-02,114,"Jimi Hendrix","The Essential Jimi Hendrix",,
1978-09-02,115,Ambrosia,"Life Beyond L.a.",10,247026.3
1978-09-02,116,"Various Artists","Disco Party",32,426272.869565217
1978-09-02,117,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-09-02,118,"Various Artists","California Jam 2",,
1978-09-02,119,Foreigner,Foreigner,12,240737.833333333
1978-09-02,120,"Eric Clapton",Slowhand,27,280855.407407407
1978-09-02,121,"James Brown","Jam 1980's",5,499399.8
1978-09-02,122,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-09-02,123,"Johnny Mathis","You Light Up My Life",10,206814.4
1978-09-02,124,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-09-02,125,"Leon Russell",Americana,10,196654.4
1978-09-02,126,"Bonnie Tyler","It's A Heartache",1,212000.0
