rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Temperature,Sean Paul,14812.3745,14692.3745,120,1,31,17,28,2006-01-21,2006-08-19
2,Bad Day,Daniel Powter,14588.2508,14468.2508,120,1,32,14,27,2006-02-25,2006-09-30
3,You're Beautiful,James Blunt,14565.1412,14445.1412,120,1,30,15,27,2006-01-07,2006-07-29
4,Promiscuous,Nelly Furtado,14263.9837,14143.9837,120,1,26,17,24,2006-05-20,2006-11-11
5,Be Without You,Mary J. Blige,14188.8036,14113.8036,75,3,27,14,25,2006-01-07,2006-07-08
6,Unwritten,Natasha Bedingfield,14093.0163,14053.0163,40,5,38,13,34,2006-01-07,2006-09-23
7,Crazy,Gnarls Barkley,14014.5607,13939.5607,75,2,29,14,26,2006-05-20,2006-12-02
8,Ridin',Chamillionaire,13855.2242,13735.2242,120,1,30,12,26,2006-03-04,2006-09-30
9,Buttons,The Pussycat Dolls,13572.8510,13497.8510,75,3,30,11,27,2006-05-27,2006-12-16
10,Over My Head (Cable Car),The Fray,13504.2165,13489.2165,15,8,42,8,32,2006-02-25,2006-12-09
11,Hips Don't Lie,Shakira,13381.4189,13261.4189,120,1,31,10,25,2006-04-01,2006-10-28
12,Me & U,Cassie,12710.8142,12635.8142,75,3,27,15,21,2006-04-29,2006-10-28
13,Dani California,Red Hot Chili Peppers,12412.2934,12397.2934,15,6,26,7,24,2006-04-22,2006-10-14
14,I Write Sins Not Tragedies,Panic! At The Disco,12016.2856,12001.2856,15,7,37,3,25,2006-03-18,2006-11-25
15,It's Goin' Down,Yung Joc,11888.7320,11813.7320,75,3,28,10,20,2006-04-15,2006-10-21
16,Chasing Cars,Snow Patrol,11872.2724,11832.2724,40,5,31,13,20,2006-06-03,2006-12-30
17,SexyBack,Justin Timberlake,11744.4482,11624.4482,120,1,24,12,19,2006-07-22,2006-12-30
18,Move Along,The All-american Rejects,11680.8069,11680.8069,0,15,39,0,29,2006-02-11,2006-11-04
19,Snap Yo Fingers,Lil Jon,11517.8787,11502.8787,15,7,28,9,20,2006-04-08,2006-10-14
20,SOS,Rihanna,11352.1223,11232.1223,120,1,28,6,21,2006-02-25,2006-09-02
21,How To Save A Life,The Fray,11320.2917,11245.2917,75,3,36,14,17,2006-04-15,2006-12-30
22,So Sick,Ne-yo,11171.0743,11051.0743,120,1,21,11,19,2006-01-07,2006-05-27
23,Lips Of An Angel,Hinder,11160.3625,11085.3625,75,3,23,14,18,2006-07-29,2006-12-30
24,Everytime We Touch,Cascada,11133.9319,11118.9319,15,10,28,1,20,2006-01-07,2006-07-15
25,Far Away,Nickelback,11024.4428,11009.4428,15,8,22,6,20,2006-08-05,2006-12-30
26,Walk Away,Kelly Clarkson,10951.1124,10951.1124,0,12,29,0,23,2006-01-21,2006-08-05
27,Check On It,Beyonce,10870.1115,10750.1115,120,1,20,12,18,2006-01-07,2006-05-27
28,Savin' Me,Nickelback,10795.5669,10795.5669,0,19,28,0,23,2006-03-18,2006-09-23
29,"Lean Wit It, Rock Wit It",Dem Franchize Boyz,10709.9020,10694.9020,15,7,24,7,19,2006-01-21,2006-07-08
