rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Stayin' Alive,Bee Gees,11809.0122,11689.0122,120,1,23,13,20,1978-01-07,1978-06-10
2,Shadow Dancing,Andy Gibb,11547.9735,11427.9735,120,1,25,12,19,1978-04-15,1978-09-30
3,Hot Child In The City,Nick Gilder,11457.8558,11337.8558,120,1,30,9,18,1978-06-10,1978-12-30
4,Kiss You All Over,Exile,11021.5681,10901.5681,120,1,23,12,17,1978-07-08,1978-12-09
5,Night Fever,Bee Gees,10722.5036,10602.5036,120,1,20,13,18,1978-02-04,1978-06-17
6,Boogie Oogie Oogie,A Taste Of Honey,10643.1897,10523.1897,120,1,23,12,17,1978-06-24,1978-11-25
7,Lay Down Sally,Eric Clapton,10606.0052,10531.0052,75,3,23,11,17,1978-01-07,1978-06-10
8,You're The One That I Want,John Travolta,10525.9691,10405.9691,120,1,24,9,16,1978-04-01,1978-09-09
9,(Love Is) Thicker Than Water,Andy Gibb,10376.5591,10256.5591,120,1,20,11,18,1978-01-07,1978-05-20
10,I Love The Nightlife (Disco 'round),Alicia Bridges,10321.9289,10281.9289,40,5,26,6,17,1978-07-08,1978-12-30
11,You Needed Me,Anne Murray,10313.9067,10193.9067,120,1,25,8,17,1978-07-15,1978-12-30
12,Three Times A Lady,Commodores,10039.0625,9919.0625,120,1,20,11,16,1978-06-17,1978-10-28
13,Grease,Frankie Valli,9598.8612,9478.8612,120,1,22,8,15,1978-05-27,1978-10-21
14,If I Can't Have You,Yvonne Elliman,9549.8746,9429.8746,120,1,22,10,16,1978-01-28,1978-06-24
15,Emotion,Samantha Sang,9526.2882,9451.2882,75,3,20,10,17,1978-01-07,1978-05-20
16,Can't Smile Without You,Barry Manilow,9366.8208,9291.8208,75,3,19,10,16,1978-02-04,1978-06-10
17,Feels So Good,Chuck Mangione,9334.6119,9294.6119,40,4,25,5,16,1978-02-11,1978-07-29
18,Miss You,The Rolling Stones,9290.7879,9170.7879,120,1,20,9,16,1978-05-27,1978-10-07
19,Baker Street,Gerry Rafferty,8989.7913,8914.7913,75,2,20,9,15,1978-04-22,1978-09-02
20,It's A Heartache,Bonnie Tyler,8849.3168,8774.3168,75,3,21,6,15,1978-03-25,1978-08-12
21,Love Is Like Oxygen,Sweet,8815.5336,8800.5336,15,8,25,3,14,1978-02-18,1978-08-05
22,MacArthur Park,Donna Summer,8689.3288,8569.3288,120,1,17,9,14,1978-09-09,1978-12-30
23,Hopelessly Devoted To You,Olivia Newton-john,8619.3959,8544.3959,75,3,19,8,15,1978-07-08,1978-11-11
24,Jack And Jill,Raydio,8558.4350,8543.4350,15,8,21,4,16,1978-01-14,1978-06-03
25,Take A Chance On Me,Abba,8506.0872,8431.0872,75,3,18,8,14,1978-04-22,1978-08-19
26,The Closer I Get To You,Roberta Flack,8483.5560,8408.5560,75,2,20,8,14,1978-02-18,1978-07-01
27,Love Is In The Air,John Paul Young,8376.9526,8361.9526,15,7,21,5,15,1978-07-15,1978-12-02
28,Last Dance,Donna Summer,8323.2782,8248.2782,75,3,21,7,14,1978-05-13,1978-09-30
29,Hot Blooded,Foreigner,8299.2266,8224.2266,75,3,17,8,14,1978-07-01,1978-10-21
30,How Deep Is Your Love,Bee Gees,8277.4337,8157.4337,120,1,18,9,13,1978-01-07,1978-05-06
31,How Much I Feel,Ambrosia,8245.3754,8170.3754,75,3,18,7,14,1978-09-02,1978-12-30
32,Dust In The Wind,Kansas,8226.7688,8211.7688,15,6,20,7,15,1978-01-28,1978-06-10
33,Reminiscing,Little River Band,8226.2319,8151.2319,75,3,20,7,14,1978-07-29,1978-12-09
34,I Go Crazy,Paul Davis,8191.9502,8176.9502,15,7,21,5,15,1978-01-07,1978-05-27
35,"Whenever I Call You ""Friend""",Kenny Loggins,8102.9545,8062.9545,40,5,20,7,15,1978-07-29,1978-12-09
36,Just The Way You Are,Billy Joel,8068.5587,7993.5587,75,3,19,8,14,1978-01-07,1978-05-13
37,Dance With Me,Peter Brown,7990.8027,7975.8027,15,8,28,4,14,1978-03-04,1978-09-09
38,With A Little Luck,Wings,7915.1505,7795.1505,120,1,18,8,12,1978-03-25,1978-07-22
39,"Too Much, Too Little, Too Late",Johnny Mathis/deniece Williams,7840.4545,7720.4545,120,1,18,8,11,1978-04-01,1978-07-29
40,You Never Done It Like That,Captain,7827.2569,7812.2569,15,10,22,2,14,1978-08-05,1978-12-30
41,Two Out Of Three Ain't Bad,Meat Loaf,7760.9763,7760.9763,0,11,23,0,13,1978-03-18,1978-08-19
42,Sometimes When We Touch,Dan Hill,7663.1852,7588.1852,75,3,16,8,13,1978-01-07,1978-04-22
43,Our Love,Natalie Cole,7602.5232,7587.5232,15,10,21,2,15,1978-01-14,1978-06-03
44,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,7590.8347,7575.8347,15,6,18,6,13,1978-01-07,1978-05-06
45,I Just Wanna Stop,Gino Vannelli,7477.1142,7437.1142,40,4,17,8,12,1978-09-09,1978-12-30
46,Use Ta Be My Girl,The O'jays,7367.6001,7327.6001,40,4,19,7,11,1978-04-29,1978-09-02
47,Magnet And Steel,Walter Egan,7353.8275,7338.8275,15,8,22,4,13,1978-05-27,1978-10-21
48,An Everlasting Love,Andy Gibb,7330.9922,7290.9922,40,5,16,8,13,1978-07-15,1978-10-28
49,Get Off,Foxy,7222.2233,7207.2233,15,9,21,2,13,1978-07-22,1978-12-09
50,Love Will Find A Way,Pablo Cruise,7175.0846,7160.0846,15,6,18,5,12,1978-06-03,1978-09-30
51,Double Vision,Foreigner,7125.8004,7050.8004,75,2,15,6,12,1978-09-23,1978-12-30
52,Summer Nights,"John Travolta, Olivia Newton-john",7047.0510,7007.0510,40,5,16,7,12,1978-08-05,1978-11-18
53,Thunder Island,Jay Ferguson,6996.1230,6981.1230,15,9,18,3,12,1978-01-07,1978-05-06
54,Still The Same,Bob Seger,6925.0826,6885.0826,40,4,18,7,11,1978-05-13,1978-09-09
55,Disco Inferno,The Trammps,6915.2121,6915.2121,0,11,20,0,13,1978-02-18,1978-07-01
56,The Groove Line,Heatwave,6828.4636,6813.4636,15,7,17,5,11,1978-05-06,1978-08-26
57,Sharing The Night Together,Dr. Hook,6794.9254,6779.9254,15,7,16,5,12,1978-09-16,1978-12-30
58,Imaginary Lover,Atlanta Rhythm Section,6789.7614,6774.7614,15,7,17,4,12,1978-03-04,1978-06-24
59,Goodbye Girl,David Gates,6776.8094,6776.8094,0,15,21,0,12,1978-01-07,1978-05-27
60,My Angel Baby,Toby Beau,6493.4832,6493.4832,0,13,17,0,12,1978-06-03,1978-09-23
61,Sweet Life,Paul Davis,6489.8641,6489.8641,0,17,19,0,13,1978-08-26,1978-12-30
62,We Are The Champions,Queen,6482.8669,6442.8669,40,4,16,7,11,1978-01-07,1978-04-22
63,On Broadway,George Benson,6469.5133,6454.5133,15,7,18,4,10,1978-03-11,1978-07-08
64,You Belong To Me,Carly Simon,6418.3087,6403.3087,15,6,18,4,11,1978-04-15,1978-08-12
65,Baby Come Back,Player,6374.2495,6254.2495,120,1,18,7,9,1978-01-07,1978-05-06
66,Baby Hold On,Eddie Money,6264.4601,6264.4601,0,11,20,0,11,1978-02-25,1978-07-08
67,Running On Empty,Jackson Browne,6177.7995,6177.7995,0,11,17,0,12,1978-02-11,1978-06-03
68,Shame,"Evelyn ""champagne"" King",6168.8970,6153.8970,15,9,19,3,10,1978-06-17,1978-10-21
69,Time Passages,Al Stewart,6118.8833,6103.8833,15,7,14,4,11,1978-09-30,1978-12-30
70,This Time I'm In It For Love,Player,6071.7969,6056.7969,15,10,17,2,12,1978-03-11,1978-07-01
71,Always And Forever,Heatwave,6026.8725,6026.8725,0,18,20,0,11,1978-01-07,1978-05-20
72,Copacabana (at The Copa),Barry Manilow,5965.9475,5950.9475,15,8,16,2,9,1978-06-10,1978-09-23
73,Count On Me,Jefferson Starship,5959.1276,5944.1276,15,8,14,4,11,1978-03-11,1978-06-10
74,Don't Look Back,Boston,5939.3027,5899.3027,40,4,13,6,10,1978-08-19,1978-11-11
75,Sweet Talkin' Woman,Electric Light Orchestra,5836.8738,5836.8738,0,17,16,0,12,1978-02-18,1978-06-03
76,Short People,Randy Newman,5806.4670,5731.4670,75,2,12,5,9,1978-01-07,1978-03-25
77,You And I,Rick James,5759.3887,5759.3887,0,13,17,0,10,1978-07-01,1978-10-21
78,You Don't Bring Me Flowers,Barbra Streisand,5753.4388,5633.4388,120,1,10,7,9,1978-10-28,1978-12-30
79,Because The Night,Patti Smith Group,5740.9416,5740.9416,0,13,18,0,9,1978-04-08,1978-08-05
80,Flash Light,Parliament,5619.3352,5619.3352,0,16,16,0,12,1978-02-11,1978-05-27
81,Every Kinda People,Robert Palmer,5605.9058,5605.9058,0,16,18,0,9,1978-03-25,1978-07-22
82,Falling,Leblanc,5604.7284,5604.7284,0,13,16,0,10,1978-01-07,1978-04-22
83,Bluer Than Blue,Michael Johnson,5589.5658,5589.5658,0,12,16,0,10,1978-04-22,1978-08-05
84,Fool If You Think It's Over,Chris Rea,5588.2111,5588.2111,0,12,15,0,10,1978-07-08,1978-10-14
85,Strange Way,Firefall,5581.6818,5581.6818,0,11,14,0,10,1978-09-30,1978-12-30
86,Talking In Your Sleep,Crystal Gayle,5579.0093,5579.0093,0,18,18,0,11,1978-07-29,1978-11-25
87,Ready To Take A Chance Again,Barry Manilow,5528.5963,5528.5963,0,11,16,0,10,1978-09-16,1978-12-30
88,You're In My Heart (The Final Acclaim),Rod Stewart,5443.9568,5403.9568,40,4,12,5,9,1978-01-07,1978-03-25
89,Life's Been Good,Joe Walsh,5428.6897,5428.6897,0,12,15,0,9,1978-06-10,1978-09-16
90,Ebony Eyes,Bob Welch,5425.6462,5425.6462,0,14,17,0,10,1978-01-28,1978-05-20
