rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,(Everything I Do) I Do It For You,Bryan Adams,10645.4094,10525.4094,120,1,22,10,17,1991-06-29,1991-11-23
2,Motownphilly,Boyz Ii Men,10413.8571,10338.8571,75,3,24,7,18,1991-06-15,1991-11-23
3,Do Anything,Natural Selection,10287.9181,10212.9181,75,2,21,8,19,1991-08-10,1991-12-28
4,More Than Words,Extreme,10216.8221,10096.8221,120,1,24,9,17,1991-03-23,1991-08-31
5,Romantic,Karyn White,10082.2137,9962.2137,120,1,20,7,19,1991-08-17,1991-12-28
6,I Like The Way (The Kissing Game),Hi-five,10056.5325,9936.5325,120,1,23,9,17,1991-02-23,1991-07-27
7,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,9927.1758,9852.1758,75,2,23,10,16,1991-04-06,1991-09-07
8,Unbelievable,Emf,9863.5799,9743.5799,120,1,23,9,16,1991-04-13,1991-09-14
9,One More Try,Timmy T,9796.2810,9676.2810,120,1,23,9,16,1991-01-05,1991-06-08
10,Baby Baby,Amy Grant,9401.0874,9281.0874,120,1,21,7,16,1991-02-23,1991-07-13
11,"Right Here, Right Now",Jesus Jones,9390.1740,9315.1740,75,2,25,8,15,1991-04-13,1991-09-28
12,Emotions,Mariah Carey,9354.7101,9234.7101,120,1,18,7,18,1991-08-31,1991-12-28
13,Rush Rush,Paula Abdul,9221.2110,9101.2110,120,1,19,9,15,1991-05-11,1991-09-14
14,Wind Of Change,Scorpions,9194.9303,9154.9303,40,4,25,5,16,1991-06-01,1991-11-16
15,I Adore Mi Amor,Color Me Badd,9068.4643,8948.4643,120,1,20,7,14,1991-07-27,1991-12-07
16,Good Vibrations,Marky Mark,9015.9638,8895.9638,120,1,20,7,15,1991-07-20,1991-11-30
17,Hole Hearted,Extreme,8883.3018,8843.3018,40,4,20,5,17,1991-08-03,1991-12-14
18,Hold You Tight,Tara Kemp,8875.8560,8800.8560,75,3,22,7,15,1991-01-19,1991-06-15
