rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,A Fifth Of Beethoven,Walter Murphy,12304.4148,12184.4148,120,1,28,10,22,1976-05-29,1976-12-04
2,Love Is Alive,Gary Wright,10815.7504,10740.7504,75,2,27,7,18,1976-04-17,1976-10-16
3,Play That Funky Music,Wild Cherry,10654.8306,10534.8306,120,1,25,10,18,1976-06-19,1976-12-04
4,Kiss And Say Goodbye,The Manhattans,10260.1977,10140.1977,120,1,26,9,17,1976-04-17,1976-10-09
5,Sara Smile,Daryl Hall undefined John Oates,9982.1748,9942.1748,40,4,28,7,17,1976-01-31,1976-08-07
6,I'd Really Love To See You Tonight,England Dan,9958.2266,9883.2266,75,2,24,10,17,1976-06-12,1976-11-20
7,"(Shake, Shake, Shake) Shake Your Booty",Kc And The Sunshine Band,9776.2642,9656.2642,120,1,21,11,16,1976-07-10,1976-11-27
8,"December, 1963 (Oh, What a Night)",The 4 Seasons,9694.3565,9574.3565,120,1,26,6,15,1976-01-03,1976-06-26
9,Disco Duck (Part I),Rick Dees,9678.3346,9558.3346,120,1,20,10,16,1976-08-14,1976-12-25
10,Misty Blue,Dorothy Moore,9565.7473,9490.7473,75,3,22,8,16,1976-03-20,1976-08-14
11,If You Leave Me Now,Chicago,9547.3837,9427.3837,120,1,20,9,17,1976-08-14,1976-12-25
12,Silly Love Songs,Wings,9429.9219,9309.9219,120,1,19,11,15,1976-04-10,1976-08-14
13,Lowdown,Boz Scaggs,9306.4319,9231.4319,75,3,22,8,15,1976-07-03,1976-11-27
14,"More, More, More Pt. 1",Andrea True Connection,9269.3501,9229.3501,40,4,25,6,16,1976-03-13,1976-08-28
15,Get Closer,Seals,9119.6464,9104.6464,15,6,26,4,15,1976-04-17,1976-10-09
16,Bohemian Rhapsody,Queen,9072.0225,9057.0225,15,9,24,3,17,1976-01-03,1976-06-12
17,Get Up And Boogie (That's Right),Silver Convention,9053.5346,8978.5346,75,2,21,9,15,1976-03-13,1976-07-31
18,Boogie Fever,The Sylvers,9009.3773,8889.3773,120,1,21,7,15,1976-02-14,1976-07-03
19,Right Back Where We Started From,Maxine Nightingale,9007.1199,8932.1199,75,2,20,8,15,1976-02-14,1976-06-26
20,Love Machine (Part 1),The Miracles,8997.0126,8877.0126,120,1,18,6,16,1976-01-03,1976-05-01
21,Don't Go Breaking My Heart,Elton John,8747.9376,8627.9376,120,1,20,8,15,1976-07-03,1976-11-13
22,You'll Never Find Another Love Like Mine,Lou Rawls,8687.7158,8612.7158,75,2,21,8,13,1976-06-05,1976-10-23
23,Dream Weaver,Gary Wright,8498.9071,8423.9071,75,2,20,8,14,1976-01-03,1976-05-15
24,Afternoon Delight,Starland Vocal Band,8492.2301,8372.2301,120,1,20,8,14,1976-05-08,1976-09-18
25,Moonlight Feels Right,Starbuck,8421.0450,8346.0450,75,3,22,4,14,1976-04-17,1976-09-11
26,You Should Be Dancing,Bee Gees,8414.6488,8294.6488,120,1,20,7,12,1976-07-03,1976-11-13
27,Lonely Night (angel Face),Captain,8413.8216,8338.8216,75,3,19,8,13,1976-01-24,1976-05-29
28,Take It To The Limit,Eagles,8383.7548,8343.7548,40,4,21,5,14,1976-01-03,1976-05-22
29,Sweet Love,Commodores,8380.0265,8340.0265,40,5,22,4,14,1976-01-03,1976-05-29
30,Disco Lady,Johnnie Taylor,8268.9507,8148.9507,120,1,19,8,13,1976-02-07,1976-06-12
31,Only Sixteen,Dr. Hook,8184.2901,8169.2901,15,6,22,3,14,1976-01-03,1976-05-29
32,Love Hangover,Diana Ross,8164.1452,8044.1452,120,1,18,9,13,1976-04-03,1976-07-31
33,She's Gone,Daryl Hall undefined John Oates,8121.0659,8106.0659,15,7,20,5,16,1976-07-24,1976-12-04
34,The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,8099.3926,8024.3926,75,2,18,6,13,1976-08-28,1976-12-25
35,All By Myself,Eric Carmen,8064.5271,7989.5271,75,2,17,6,14,1976-01-03,1976-04-24
36,A Little Bit More,Dr. Hook,7977.2297,7977.2297,0,11,24,0,14,1976-06-19,1976-11-27
37,Rock'n Me,Steve Miller,7899.9650,7779.9650,120,1,18,5,14,1976-08-14,1976-12-11
38,Golden Years,David Bowie,7888.9493,7873.9493,15,10,18,2,16,1976-01-03,1976-05-01
39,Let Your Love Flow,The Bellamy Brothers,7825.2890,7705.2890,120,1,19,7,12,1976-01-31,1976-06-05
40,Shannon,Henry Gross,7806.2337,7791.2337,15,6,20,6,13,1976-02-28,1976-07-10
