rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Last Night,Morgan Wallen,17042.8332,16922.8332,120,1,47,39,47,2023-02-11,2023-12-30
2,Flowers,Miley Cyrus,16839.7800,16719.7800,120,1,45,28,44,2023-01-28,2023-12-02
3,Kill Bill,Sza,16573.0506,16453.0506,120,1,48,26,45,2023-01-07,2023-12-02
4,Fast Car,Luke Combs,16266.9204,16191.9204,75,2,39,25,37,2023-04-08,2023-12-30
5,Calm Down,Rema,15961.3652,15886.3652,75,3,41,27,39,2023-01-07,2023-10-14
6,Cruel Summer,Taylor Swift,15948.2006,15828.2006,120,1,31,23,28,2023-06-03,2023-12-30
7,Creepin',"Metro Boomin, The Weeknd",15855.1216,15780.1216,75,3,44,26,42,2023-01-07,2023-11-04
8,Anti-Hero,Taylor Swift,15293.2278,15173.2278,120,1,44,19,43,2023-01-07,2023-11-04
9,Die For You,The Weeknd,15270.0102,15150.0102,120,1,31,19,31,2023-01-07,2023-08-05
10,Snooze,Sza,15208.9244,15133.9244,75,2,52,16,48,2023-01-07,2023-12-30
11,Fukumean,Gunna,13751.2408,13711.2408,40,4,26,15,25,2023-07-01,2023-12-23
12,You Proof,Morgan Wallen,12971.6480,12956.6480,15,8,30,2,29,2023-01-07,2023-07-29
13,All My Life,Lil Durk,12947.5749,12872.5749,75,2,24,10,23,2023-05-27,2023-11-04
14,I'm Good (Blue),David Guetta,12935.9100,12895.9100,40,4,31,8,30,2023-01-07,2023-08-05
15,Thinkin' Bout Me,Morgan Wallen,12894.8420,12879.8420,15,7,42,5,42,2023-03-18,2023-12-30
16,Favorite Song,Toosii,12889.5455,12849.5455,40,5,27,9,24,2023-03-04,2023-09-02
17,Rock And A Hard Place,Bailey Zimmerman,12700.7259,12685.7259,15,10,26,2,25,2023-01-07,2023-07-01
18,Something In The Orange,Zach Bryan,12638.8568,12623.8568,15,10,31,1,29,2023-01-07,2023-08-05
19,Dance The Night,Dua Lipa,12586.3596,12571.3596,15,6,26,9,25,2023-06-10,2023-12-02
20,Vampire,Olivia Rodrigo,12565.3956,12445.3956,120,1,23,13,22,2023-07-15,2023-12-16
21,Sure Thing,Miguel,12517.5684,12517.5684,0,11,29,0,27,2023-01-21,2023-08-05
22,Need A Favor,Jelly Roll,12320.8737,12320.8737,0,13,37,0,29,2023-04-15,2023-12-23
23,Paint The Town Red,Doja Cat,12276.3986,12156.3986,120,1,20,16,20,2023-08-19,2023-12-30
24,As It Was,Harry Styles,11773.9774,11758.9774,15,7,23,6,23,2023-01-07,2023-06-10
25,Ella Baila Sola,Eslabon Armado X Peso Pluma,11756.0933,11716.0933,40,4,23,11,22,2023-04-01,2023-09-02
26,Thought You Should Know,Morgan Wallen,11705.8290,11690.8290,15,7,32,2,30,2023-01-14,2023-08-19
27,"Boy's A Liar, Pt. 2",Pinkpantheress,11691.5319,11616.5319,75,3,22,12,20,2023-02-18,2023-07-15
28,Under The Influence,Chris Brown,11237.5410,11237.5410,0,12,26,0,22,2023-01-07,2023-07-01
29,Karma,Taylor Swift,11125.9498,11050.9498,75,2,24,7,22,2023-05-06,2023-10-14
30,Unholy,Sam Smith,11016.5797,10941.5797,75,2,22,10,20,2023-01-07,2023-06-03
31,Thank God,Kane Brown,10845.7545,10845.7545,0,13,27,0,23,2023-01-07,2023-07-08
32,Players,Coi Leray,10336.3410,10321.3410,15,9,26,3,19,2023-01-14,2023-07-08
33,Religiously,Bailey Zimmerman,10045.1561,10045.1561,0,13,25,0,20,2023-05-20,2023-11-04
34,Barbie World,Nicki Minaj,9995.3782,9980.3782,15,7,21,6,18,2023-07-08,2023-11-25
35,I Remember Everything,Zach Bryan,9919.2974,9799.2974,120,1,17,11,17,2023-09-09,2023-12-30
36,La Bebe,Yng Lvcas X Peso Pluma,9675.1819,9675.1819,0,11,23,0,21,2023-04-01,2023-09-02
37,Just Wanna Rock,Lil Uzi Vert,9661.2040,9646.2040,15,10,22,1,18,2023-01-07,2023-06-03
38,Rich Flex,Drake,9245.6739,9205.6739,40,5,21,5,16,2023-01-07,2023-05-27
39,Cupid,Fifty Fifty,8833.2316,8833.2316,0,17,25,0,16,2023-04-01,2023-09-16
40,What Was I Made For?,Billie Eilish,8773.7350,8773.7350,0,14,23,0,17,2023-07-29,2023-12-30
41,Search & Rescue,Drake,8677.8760,8602.8760,75,2,20,2,18,2023-04-22,2023-09-02
42,One Thing At A Time,Morgan Wallen,8450.0149,8435.0149,15,10,27,1,15,2023-01-07,2023-07-08
43,Love You Anyway,Luke Combs,8393.4494,8393.4494,0,15,33,0,12,2023-02-25,2023-10-07
44,Un x100to,Grupo Frontera X Bad Bunny,8377.7310,8337.7310,40,5,20,3,14,2023-04-29,2023-09-09
45,Lavender Haze,Taylor Swift,8129.2691,8129.2691,0,11,20,0,17,2023-01-07,2023-05-20
46,Next Thing You Know,Jordan Davis,7886.3717,7886.3717,0,23,31,0,14,2023-02-04,2023-09-02
47,Escapism,Raye,7880.0706,7880.0706,0,22,20,0,17,2023-01-07,2023-05-20
48,Superhero (Heroes & Villains),"Metro Boomin, Future",7642.2859,7642.2859,0,18,21,0,14,2023-01-07,2023-05-27
49,Cuff It,Beyonce,7588.7734,7573.7734,15,6,16,5,15,2023-01-07,2023-04-22
50,Chemical,Post Malone,7534.9609,7534.9609,0,13,20,0,14,2023-04-29,2023-09-09
51,Dial Drunk,Noah Kahan,7362.4736,7362.4736,0,25,23,0,14,2023-06-24,2023-12-02
52,Greedy,Tate Mcrae,7089.5958,7074.5958,15,7,14,3,14,2023-09-30,2023-12-30
53,Daylight,David Kushner,6869.5275,6869.5275,0,33,31,0,5,2023-04-29,2023-11-25
54,Used To Be Young,Miley Cyrus,6798.6054,6783.6054,15,8,17,1,13,2023-09-09,2023-12-30
55,Eyes Closed,Ed Sheeran,6782.0374,6782.0374,0,19,20,0,14,2023-04-08,2023-08-19
56,Try That In A Small Town,Jason Aldean,6681.1697,6561.1697,120,1,20,2,9,2023-07-29,2023-12-09
57,What It Is (Block Boy),Doechii,6482.9088,6482.9088,0,29,29,0,5,2023-05-20,2023-12-02
58,Golden Hour,Jvke,6472.9063,6457.9063,15,10,16,1,10,2023-01-07,2023-04-22
59,Dancin' In The Country,Tyler Hubbard,6163.6262,6163.6262,0,23,23,0,15,2023-02-11,2023-08-05
60,I Know ?,Travis Scott,6070.9554,6070.9554,0,11,20,0,9,2023-08-12,2023-12-23
61,"Going, Going, Gone",Luke Combs,5952.8202,5952.8202,0,23,16,0,12,2023-01-07,2023-04-22
62,Until I Found You,Stephen Sanchez,5920.9085,5920.9085,0,23,16,0,14,2023-01-07,2023-04-22
63,Bad Idea Right?,Olivia Rodrigo,5808.3619,5793.3619,15,7,17,2,10,2023-08-26,2023-12-16
64,TQG,Karol G X Shakira,5768.0502,5753.0502,15,7,20,1,7,2023-03-11,2023-07-22
65,Heart Like A Truck,Lainey Wilson,5759.9717,5759.9717,0,29,17,0,14,2023-01-07,2023-04-29
66,Wait In The Truck,Hardy,5693.7930,5693.7930,0,23,18,0,10,2023-01-07,2023-05-06
67,White Horse,Chris Stapleton,5678.5810,5678.5810,0,12,22,0,6,2023-08-05,2023-12-30
68,Princess Diana,Ice Spice,5475.6731,5435.6731,40,4,20,1,6,2023-04-29,2023-09-09
69,Tennessee Orange,Megan Moroney,5448.5443,5448.5443,0,30,25,0,3,2023-01-14,2023-07-01
70,Where She Goes,Bad Bunny,5406.0336,5391.0336,15,8,20,1,7,2023-06-03,2023-10-28
71,Shirt,Sza,5325.2145,5325.2145,0,22,15,0,10,2023-01-07,2023-04-15
72,Rich Men North Of Richmond,Oliver Anthony Music,5298.3464,5178.3464,120,1,17,3,8,2023-08-26,2023-12-16
73,Made You Look,Meghan Trainor,5247.4140,5247.4140,0,11,12,0,9,2023-01-07,2023-03-25
74,Bebe Dame,Fuerza Regida X Grupo Frontera,5186.8052,5186.8052,0,25,20,0,6,2023-01-07,2023-05-20
75,Watermelon Moonshine,Lainey Wilson,5079.5370,5079.5370,0,21,20,0,10,2023-07-08,2023-11-18
76,Meltdown,Travis Scott,5069.4782,4994.4782,75,3,19,1,8,2023-08-12,2023-12-16
77,Agora Hills,Doja Cat,5045.8997,5045.8997,0,14,13,0,10,2023-10-07,2023-12-30
78,Spin Bout U,Drake,5009.9280,5009.9280,0,39,22,0,2,2023-01-07,2023-06-03
79,Good Good,"Usher, Summer Walker",5000.7608,5000.7608,0,25,19,0,7,2023-08-19,2023-12-30
80,Everything I Love,Morgan Wallen,4914.1171,4914.1171,0,14,42,0,3,2023-02-11,2023-12-23
81,Seven,Jung Kook,4896.0801,4776.0801,120,1,15,2,8,2023-07-29,2023-11-25
82,Water,Tyla,4877.6132,4862.6132,15,10,12,1,9,2023-10-14,2023-12-30
83,Save Me,Jelly Roll,4820.3402,4820.3402,0,19,25,0,7,2023-06-17,2023-12-16
84,First Person Shooter,Drake,4800.3719,4680.3719,120,1,11,2,8,2023-10-21,2023-12-30
85,Rich Baby Daddy,Drake,4759.8871,4759.8871,0,11,11,0,9,2023-10-21,2023-12-30
