rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,9850.1117,9730.1117,120,1,29,7,15,1989-03-04,1989-09-16
2,Bust A Move,Young M.c,9566.9969,9551.9969,15,7,23,4,19,1989-07-29,1989-12-30
3,Girl You Know It's True,Milli Vanilli,9501.0452,9426.0452,75,2,26,7,15,1989-01-07,1989-07-01
4,Cold Hearted,Paula Abdul,9179.7404,9059.7404,120,1,21,8,15,1989-06-24,1989-11-11
5,Forever Your Girl,Paula Abdul,8884.6197,8764.6197,120,1,22,6,14,1989-03-11,1989-08-05
6,Once Bitten Twice Shy,Great White,8875.7618,8835.7618,40,5,26,5,14,1989-05-13,1989-11-04
7,I Like It,Dino,8819.0724,8804.0724,15,7,25,4,14,1989-05-13,1989-10-28
8,If You Don't Know Me By Now,Simply Red,8796.9507,8676.9507,120,1,22,6,15,1989-05-06,1989-09-30
9,She Drives Me Crazy,Fine Young Cannibals,8723.3090,8603.3090,120,1,23,7,14,1989-01-28,1989-07-01
10,I'll Be Loving You (Forever),New Kids On The Block,8717.6062,8597.6062,120,1,21,6,14,1989-04-01,1989-08-19
11,Buffalo Stance,Neneh Cherry,8713.9955,8638.9955,75,3,24,6,14,1989-04-01,1989-09-09
12,Baby Don't Forget My Number,Milli Vanilli,8696.7693,8576.7693,120,1,21,6,14,1989-04-29,1989-09-16
13,If I Could Turn Back Time,Cher,8558.4483,8483.4483,75,3,23,5,14,1989-07-08,1989-12-09
14,Straight Up,Paula Abdul,8549.9290,8429.9290,120,1,20,7,14,1989-01-07,1989-05-20
15,Miss You Much,Janet Jackson,8478.1776,8358.1776,120,1,18,8,13,1989-09-02,1989-12-30
16,Right Here Waiting,Richard Marx,8456.6434,8336.6434,120,1,21,7,13,1989-07-08,1989-11-25
17,"On Our Own (From ""Ghostbusters II"")",Bobby Brown,8423.8281,8348.8281,75,2,20,6,13,1989-06-10,1989-10-21
18,Listen To Your Heart,Roxette,8411.5433,8291.5433,120,1,19,6,14,1989-08-26,1989-12-30
19,Toy Soldiers,Martika,8374.5868,8254.5868,120,1,20,6,13,1989-05-20,1989-09-30
20,Girl I'm Gonna Miss You,Milli Vanilli,8272.0673,8152.0673,120,1,22,6,14,1989-08-05,1989-12-30
21,Heaven,Warrant,8250.9487,8175.9487,75,2,19,7,14,1989-07-22,1989-11-25
22,The Look,Roxette,8243.3594,8123.3594,120,1,19,7,13,1989-02-11,1989-06-17
23,The Living Years,Mike + The Mechanics,8242.7969,8122.7969,120,1,20,6,14,1989-01-07,1989-05-20
24,Don't Wanna Lose You,Gloria Estefan,8224.9888,8104.9888,120,1,18,8,13,1989-07-08,1989-11-04
25,I'll Be There For You,Bon Jovi,8206.4536,8086.4536,120,1,22,6,13,1989-03-04,1989-07-29
26,Lost In Your Eyes,Debbie Gibson,8132.1872,8012.1872,120,1,19,7,12,1989-01-21,1989-05-27
27,My Heart Can't Tell You No,Rod Stewart,8103.5356,8063.5356,40,4,21,5,13,1989-01-07,1989-05-27
28,Every Little Step,Bobby Brown,8050.7002,7975.7002,75,3,21,6,13,1989-03-25,1989-08-12
29,Eternal Flame,The Bangles,7974.4807,7854.4807,120,1,19,6,14,1989-02-04,1989-06-10
30,Love Shack,The B-52s,7930.2557,7855.2557,75,3,18,6,14,1989-09-02,1989-12-30
31,"Rock On (From ""Dream A Little Dream"")",Michael Damian,7915.7681,7795.7681,120,1,21,5,13,1989-03-18,1989-08-05
32,Second Chance,Thirty Eight Special,7890.5341,7875.5341,15,6,21,4,14,1989-02-11,1989-07-01
33,Close My Eyes Forever,Lita Ford,7858.8184,7843.8184,15,8,25,4,12,1989-03-04,1989-08-19
34,So Alive,Love And Rockets,7750.0104,7675.0104,75,3,20,6,12,1989-05-20,1989-09-30
35,When I See You Smile,Bad English,7703.5774,7583.5774,120,1,16,6,14,1989-09-16,1989-12-30
36,You Got It (The Right Stuff),New Kids On The Block,7664.6153,7589.6153,75,3,19,5,13,1989-01-07,1989-05-13
37,Angel Eyes,The Jeff Healey Band,7630.4230,7590.4230,40,5,22,4,13,1989-06-17,1989-11-11
38,Good Thing,Fine Young Cannibals,7599.1616,7479.1616,120,1,17,6,13,1989-05-06,1989-08-26
39,Wild Thing,Tone-loc,7499.9003,7424.9003,75,2,20,6,12,1989-01-07,1989-05-20
40,Secret Rendezvous,Karyn White,7486.6204,7471.6204,15,6,21,3,12,1989-05-27,1989-10-14
41,18 And Life,Skid Row,7432.4142,7392.4142,40,4,20,5,13,1989-07-08,1989-11-18
42,Miss You Like Crazy,Natalie Cole,7430.8034,7415.8034,15,7,19,4,13,1989-04-15,1989-08-19
43,Like A Prayer,Madonna,7386.4953,7266.4953,120,1,16,7,12,1989-03-18,1989-07-01
44,Thinking Of You,Safire,7385.0465,7385.0465,0,12,24,0,12,1989-02-04,1989-07-15
45,(It's Just) The Way That You Love Me,Paula Abdul,7340.5544,7265.5544,75,3,15,6,13,1989-09-23,1989-12-30
46,Real Love,Jody Watley,7338.1261,7263.1261,75,2,18,6,12,1989-03-18,1989-07-15
47,"Batdance (From ""Batman"")",Prince,7327.2420,7207.2420,120,1,18,6,11,1989-06-17,1989-10-14
48,Hangin' Tough,New Kids On The Block,7072.1070,6952.1070,120,1,17,6,12,1989-07-15,1989-11-04
49,Back To Life,Soul Ii Soul,7021.4374,6981.4374,40,4,15,7,12,1989-09-23,1989-12-30
50,Satisfied,Richard Marx,7008.8665,6888.8665,120,1,15,5,13,1989-05-06,1989-08-12
51,Soldier Of Love,Donny Osmond,7003.4445,6928.4445,75,2,18,6,11,1989-03-25,1989-07-22
52,Funky Cold Medina,Tone-loc,6954.7918,6879.7918,75,3,18,5,11,1989-03-04,1989-07-01
53,Love Song,The Cure,6935.6437,6860.6437,75,2,17,4,12,1989-08-12,1989-12-02
54,"After All (Love Theme From ""Chances Are"")",Cher,6913.6091,6898.6091,15,6,20,4,11,1989-03-11,1989-07-22
55,Blame It On The Rain,Milli Vanilli,6867.6552,6747.6552,120,1,13,6,11,1989-10-07,1989-12-30
56,The Lover In Me,Sheena Easton,6828.0616,6753.0616,75,2,16,5,12,1989-01-07,1989-04-22
57,Shower Me With Your Love,Surface,6796.4822,6756.4822,40,5,19,4,11,1989-07-01,1989-11-04
58,Where Are You Now?,Jimmy Harnen,6773.8917,6758.8917,15,10,24,1,11,1989-02-25,1989-08-05
59,Stand,R.e.m,6724.6752,6709.6752,15,6,19,4,11,1989-01-21,1989-05-27
60,Sowing The Seeds Of Love,Tears For Fears,6689.6136,6614.6136,75,2,15,5,12,1989-09-02,1989-12-09
61,Dreamin',Vanessa Williams,6675.8864,6660.8864,15,8,20,2,11,1989-01-07,1989-05-20
62,Rock Wit'cha,Bobby Brown,6665.7755,6650.7755,15,7,19,3,11,1989-08-26,1989-12-30
63,Express Yourself,Madonna,6632.1753,6557.1753,75,2,16,5,11,1989-06-03,1989-09-16
64,Cherish,Madonna,6589.2055,6514.2055,75,2,15,5,12,1989-08-19,1989-11-25
65,Keep On Movin',Soul Ii Soul,6529.9430,6529.9430,0,11,20,0,10,1989-06-24,1989-11-04
66,When I'm With You,Sheriff,6518.9850,6398.9850,120,1,15,5,10,1989-01-07,1989-04-15
67,We Didn't Start The Fire,Billy Joel,6500.6850,6380.6850,120,1,12,7,11,1989-10-14,1989-12-30
68,Patience,Guns N' Roses,6496.1407,6456.1407,40,4,18,5,10,1989-04-08,1989-08-05
69,Don't Know Much,Linda Ronstadt,6432.9858,6357.9858,75,2,14,6,10,1989-09-30,1989-12-30
70,When I Looked At Him,Expose,6424.9287,6409.9287,15,10,20,1,12,1989-08-19,1989-12-30
71,Lay Your Hands On Me,Bon Jovi,6419.0134,6404.0134,15,7,16,4,11,1989-06-03,1989-09-16
72,It's No Crime,Babyface,6392.0071,6377.0071,15,7,18,4,10,1989-08-12,1989-12-09
73,Love In An Elevator,Aerosmith,6379.9934,6339.9934,40,5,16,3,11,1989-09-02,1989-12-16
74,The End Of The Innocence,Don Henley,6372.2608,6357.2608,15,8,18,2,12,1989-06-24,1989-10-21
75,Paradise City,Guns N' Roses,6302.7571,6262.7571,40,5,17,3,11,1989-01-14,1989-05-06
76,Angelia,Richard Marx,6289.8833,6249.8833,40,4,13,4,11,1989-10-07,1989-12-30
77,This Time I Know It's For Real,Donna Summer,6253.4428,6238.4428,15,7,17,3,10,1989-04-22,1989-08-12
78,You Got It,Roy Orbison,6240.0604,6225.0604,15,9,18,1,11,1989-01-21,1989-05-20
79,Roni,Bobby Brown,6236.7239,6161.7239,75,3,17,4,11,1989-01-07,1989-04-29
80,Born To Be My Baby,Bon Jovi,6217.2980,6142.2980,75,3,14,5,10,1989-01-07,1989-04-08
81,Don't Close Your Eyes,Kix,6094.0984,6094.0984,0,11,17,0,11,1989-09-09,1989-12-30
82,Poison,Alice Cooper,6089.0419,6074.0419,15,7,15,3,10,1989-09-23,1989-12-30
83,Friends,Jody Watley,6073.8889,6058.8889,15,9,18,2,11,1989-06-17,1989-10-14
84,Heaven Help Me,Deon Estus,6063.1732,6023.1732,40,5,16,2,11,1989-02-25,1989-06-10
85,Everlasting Love,Howard Jones,6043.3178,6043.3178,0,12,19,0,11,1989-03-18,1989-07-22
86,Don't Shut Me Out,Kevin Paige,6040.6695,6040.6695,0,18,20,0,10,1989-08-19,1989-12-30
87,What You Don't Know,Expose,6037.5648,6022.5648,15,8,15,3,11,1989-05-20,1989-08-26
88,Cover Girl,New Kids On The Block,6034.2162,5959.2162,75,2,16,4,10,1989-09-16,1989-12-30
89,"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson,6017.7098,6002.7098,15,6,17,2,10,1989-01-07,1989-04-29
90,Crazy About Her,Rod Stewart,6005.0893,6005.0893,0,11,17,0,10,1989-05-13,1989-09-02
91,Cry,Waterfront,5974.7016,5959.7016,15,10,17,2,10,1989-04-08,1989-07-29
92,Room To Move,Animotion,5836.4164,5821.4164,15,9,18,1,11,1989-02-18,1989-06-17
93,I Drove All Night,Cyndi Lauper,5829.0130,5814.0130,15,6,15,2,10,1989-05-06,1989-08-12
94,Dr. Feelgood,Motley Crue,5725.4492,5710.4492,15,6,16,2,9,1989-09-02,1989-12-16
95,Superwoman,Karyn White,5723.7988,5708.7988,15,8,18,1,10,1989-01-28,1989-05-27
96,Didn't I (Blow Your Mind),New Kids On The Block,5718.7165,5703.7165,15,8,16,2,10,1989-09-16,1989-12-30
97,You're Not Alone,Chicago,5694.7036,5679.7036,15,10,17,1,10,1989-01-21,1989-05-13
98,"Iko Iko (From ""Rain Man"")",The Belle Stars,5691.2273,5691.2273,0,14,18,0,10,1989-03-04,1989-07-01
99,Walk The Dinosaur,Was,5687.0458,5672.0458,15,7,16,3,9,1989-01-28,1989-05-13
100,What I Am,Edie Brickell,5657.5010,5642.5010,15,7,13,3,10,1989-01-07,1989-04-01
