rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,"Sugar, Sugar",The Archies,11181.2091,11061.2091,120,1,22,12,18,1969-07-26,1969-12-20
2,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,9641.6480,9521.6480,120,1,17,11,16,1969-03-08,1969-06-28
3,I Can't Get Next To You,The Temptations,8996.3996,8876.3996,120,1,17,11,15,1969-08-16,1969-12-06
4,Honky Tonk Women,The Rolling Stones,8516.0632,8396.0632,120,1,15,11,14,1969-07-19,1969-10-25
5,Everyday People,Sly,8226.7430,8106.7430,120,1,14,9,14,1969-01-04,1969-04-05
6,Crimson And Clover,Tommy James And The Shondells,8031.0669,7911.0669,120,1,13,11,13,1969-01-04,1969-03-29
7,Dizzy,Tommy Roe,7876.4243,7756.4243,120,1,15,9,13,1969-02-01,1969-05-10
8,Build Me Up Buttercup,The Foundations,7686.6036,7611.6036,75,3,15,8,13,1969-01-04,1969-04-12
9,Crystal Blue Persuasion,Tommy James And The Shondells,7667.1223,7592.1223,75,2,15,9,12,1969-06-07,1969-09-13
10,Hot Fun In The Summertime,Sly,7550.9944,7475.9944,75,2,16,7,13,1969-08-09,1969-11-22
11,Hair,The Cowsills,7540.1864,7465.1864,75,2,15,8,13,1969-03-15,1969-06-21
12,Wedding Bell Blues,The 5th Dimension,7504.4849,7384.4849,120,1,14,8,13,1969-09-27,1969-12-27
13,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,7473.5473,7353.5473,120,1,14,8,12,1969-05-10,1969-08-09
14,Suspicious Minds,Elvis Presley,7437.4621,7317.4621,120,1,15,6,13,1969-09-13,1969-12-20
15,One,Three Dog Night,7423.0205,7383.0205,40,5,16,7,12,1969-05-03,1969-08-16
16,I'll Never Fall In Love Again,Tom Jones,7371.3084,7356.3084,15,6,16,4,14,1969-07-26,1969-11-08
17,Get Back,The Beatles,7318.1235,7198.1235,120,1,12,9,12,1969-05-10,1969-07-26
18,Too Busy Thinking About My Baby,Marvin Gaye,7176.0476,7136.0476,40,4,15,5,13,1969-04-26,1969-08-02
19,It's Your Thing,The Isley Brothers,7140.0433,7065.0433,75,2,14,7,12,1969-03-15,1969-06-14
20,Proud Mary,Creedence Clearwater Revival,7136.4360,7061.4360,75,2,14,7,12,1969-01-25,1969-04-26
21,In The Year 2525,Zager,7125.8526,7005.8526,120,1,13,9,12,1969-06-21,1969-09-13
22,Get Together,The Youngbloods,7033.8874,6993.8874,40,5,17,5,12,1969-06-28,1969-10-18
23,Bad Moon Rising,Creedence Clearwater Revival,7028.4754,6953.4754,75,2,14,6,12,1969-05-03,1969-08-02
24,Jean,Oliver,7018.2378,6943.2378,75,2,14,7,12,1969-08-16,1969-11-15
25,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,6977.2118,6937.2118,40,4,14,6,12,1969-06-28,1969-09-27
26,Spinning Wheel,"Blood, Sweat",6946.2398,6871.2398,75,2,13,7,12,1969-05-31,1969-08-23
27,Grazing In The Grass,The Friends Of Distinction,6915.1772,6840.1772,75,3,16,5,13,1969-04-05,1969-07-19
28,What Does It Take (To Win Your Love),Jr. Walker,6914.9206,6874.9206,40,4,16,6,11,1969-05-17,1969-08-30
29,Green River,Creedence Clearwater Revival,6803.6437,6728.6437,75,2,13,8,11,1969-08-02,1969-10-25
30,Going In Circles,The Friends Of Distinction,6800.8772,6800.8772,0,15,20,0,12,1969-08-16,1969-12-27
31,A Boy Named Sue,Johnny Cash,6789.4430,6714.4430,75,2,12,7,11,1969-07-26,1969-10-11
32,Touch Me,The Doors,6718.2517,6643.2517,75,3,12,8,12,1969-01-04,1969-03-22
33,Come Together/Something,The Beatles,6670.9432,6550.9432,120,1,11,9,11,1969-10-18,1969-12-27
34,Easy To Be Hard,Three Dog Night,6636.9027,6596.9027,40,4,13,7,12,1969-08-09,1969-11-01
35,Baby It's You,Smith,6456.6276,6416.6276,40,5,15,4,11,1969-09-06,1969-12-13
36,My Cherie Amour,Stevie Wonder,6447.1526,6407.1526,40,4,14,5,11,1969-05-31,1969-08-30
37,In The Ghetto,Elvis Presley,6432.1210,6357.1210,75,3,13,5,11,1969-05-03,1969-07-26
38,You've Made Me So Very Happy,"Blood, Sweat",6419.8422,6344.8422,75,2,13,6,11,1969-03-01,1969-05-24
39,Love (Can Make You Happy),Mercy,6419.6963,6344.6963,75,2,13,6,10,1969-04-12,1969-07-05
40,Little Woman,Bobby Sherman,6412.3377,6337.3377,75,3,13,7,11,1969-08-23,1969-11-15
