rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Breathe,Faith Hill,15636.5265,15561.5265,75,2,45,19,39,2000-01-01,2000-11-04
2,Everything You Want,Vertical Horizon,15078.6234,14958.6234,120,1,41,19,34,2000-01-22,2000-10-28
3,I Wanna Know,Joe,15006.5605,14966.5605,40,4,44,16,38,2000-01-01,2000-10-28
4,Maria Maria,Santana,14939.4690,14819.4690,120,1,26,18,24,2000-02-12,2000-08-05
5,Bent,Matchbox Twenty,14836.8106,14716.8106,120,1,36,14,35,2000-04-29,2000-12-30
6,Try Again,Aaliyah,14812.6834,14692.6834,120,1,32,15,29,2000-03-18,2000-10-21
7,Kryptonite,3 Doors Down,14720.7027,14645.7027,75,3,39,18,25,2000-04-08,2000-12-30
8,Smooth,Santana,14384.8556,14264.8556,120,1,36,13,31,2000-01-01,2000-09-02
9,He Wasn't Man Enough,Toni Braxton,14308.5675,14233.5675,75,2,37,7,32,2000-03-18,2000-11-25
10,Say My Name,Destiny's Child,14304.1020,14184.1020,120,1,31,11,27,2000-01-01,2000-07-29
11,Amazed,Lonestar,14233.2614,14113.2614,120,1,34,12,28,2000-01-01,2000-08-19
12,"Jumpin', Jumpin'",Destiny's Child,14104.2499,14029.2499,75,3,32,16,26,2000-05-13,2000-12-16
13,There You Go,P!nk,13854.3114,13839.3114,15,7,32,7,29,2000-03-04,2000-10-07
14,Thong Song,Sisqo,13690.0924,13615.0924,75,3,28,13,24,2000-01-29,2000-08-05
15,Higher,Creed,13350.4367,13335.4367,15,7,41,6,30,2000-01-01,2000-12-02
16,You Sang To Me,Marc Anthony,13207.3831,13132.3831,75,2,32,6,27,2000-02-26,2000-09-30
17,(Hot S**t) Country Grammar,Nelly,12618.1583,12603.1583,15,7,34,5,28,2000-04-29,2000-12-16
18,I Try,Macy Gray,12611.4486,12571.4486,40,5,27,9,23,2000-02-19,2000-08-19
19,No More,Ruff Endz,12598.4854,12558.4854,40,5,26,6,25,2000-07-01,2000-12-23
20,I Knew I Loved You,Savage Garden,12453.4718,12333.4718,120,1,23,13,21,2000-01-01,2000-06-03
21,Bye Bye Bye,*nsync,12295.8285,12255.8285,40,4,23,12,22,2000-01-29,2000-07-01
22,Incomplete,Sisqo,12081.2787,11961.2787,120,1,26,13,19,2000-06-24,2000-12-16
23,It's Gonna Be Me,*nsync,12062.1203,11942.1203,120,1,25,11,21,2000-05-06,2000-10-21
24,Music,Madonna,12010.1187,11890.1187,120,1,21,12,20,2000-08-12,2000-12-30
25,Doesn't Really Matter,Janet,11957.3658,11837.3658,120,1,24,12,20,2000-06-17,2000-11-25
26,Get It On Tonite,Montell Jordan,11783.9400,11743.9400,40,4,22,12,21,2000-01-01,2000-05-27
27,Back Here,Bbmak,11733.0446,11733.0446,0,13,31,0,24,2000-04-29,2000-11-25
28,Absolutely (Story Of A Girl),Nine Days,11715.6063,11700.6063,15,6,27,7,21,2000-05-06,2000-11-04
29,With Arms Wide Open,Creed,11631.2999,11511.2999,120,1,34,14,17,2000-05-13,2000-12-30
30,It Feels So Good,Sonique,11158.2880,11143.2880,15,8,24,3,21,2000-01-22,2000-07-01
31,The Way You Love Me,Faith Hill,11062.5839,11047.5839,15,7,35,7,17,2000-03-11,2000-12-30
32,That's The Way It Is,Celine Dion,10957.7947,10942.7947,15,6,21,9,20,2000-01-01,2000-05-20
33,Show Me The Meaning Of Being Lonely,Backstreet Boys,10944.7731,10929.7731,15,6,24,8,19,2000-01-01,2000-06-10
34,I Need To Know,Marc Anthony,10796.6605,10781.6605,15,6,24,6,21,2000-01-01,2000-06-10
35,Be With You,Enrique Iglesias,10555.8285,10435.8285,120,1,20,10,18,2000-04-01,2000-08-12
36,Most Girls,P!nk,10366.0899,10326.0899,40,4,21,9,18,2000-08-12,2000-12-30
37,Come On Over Baby (All I Want Is You),Christina Aguilera,10337.2960,10217.2960,120,1,21,8,16,2000-08-05,2000-12-23
38,What A Girl Wants,Christina Aguilera,10185.8581,10065.8581,120,1,19,7,18,2000-01-01,2000-05-06
39,I Turn To You,Christina Aguilera,9922.0588,9847.0588,75,3,22,4,19,2000-04-15,2000-09-09
40,Bring It All To Me,Blaque,9827.3962,9787.3962,40,5,19,8,18,2000-01-01,2000-05-06
