rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Dancing Machine,Jackson 5,9865.7035,9790.7035,75,2,22,9,16,1974-03-16,1974-08-10
2,Come And Get Your Love,Redbone,9645.6690,9605.6690,40,5,23,5,18,1974-01-12,1974-06-15
3,Bennie And The Jets,Elton John,9265.6567,9145.6567,120,1,18,9,16,1974-02-16,1974-06-15
4,The Way We Were,Barbra Streisand,9117.5120,8997.5120,120,1,17,9,15,1974-01-05,1974-04-27
5,Seasons In The Sun,Terry Jacks,9057.7502,8937.7502,120,1,21,8,15,1974-01-12,1974-06-01
6,You Make Me Feel Brand New,The Stylistics,8935.1523,8860.1523,75,2,25,8,14,1974-03-23,1974-09-07
7,Midnight At The Oasis,Maria Muldaur,8674.5617,8659.5617,15,6,24,6,14,1974-02-23,1974-08-03
8,Jungle Boogie,Kool,8664.2311,8624.2311,40,4,18,7,16,1974-01-05,1974-05-04
9,One Hell Of A Woman,Mac Davis,8599.2105,8599.2105,0,11,28,0,14,1974-03-30,1974-10-05
10,Then Came You,Dionne Warwicke,8556.7630,8436.7630,120,1,19,8,15,1974-07-27,1974-11-30
11,TSOP (The Sound Of Philadelphia),Mfsb,8539.3939,8419.3939,120,1,18,6,14,1974-03-02,1974-06-29
12,You Haven't Done Nothin,Stevie Wonder,8502.3117,8382.3117,120,1,19,7,14,1974-08-03,1974-12-07
13,The Loco-Motion,Grand Funk,8470.1398,8350.1398,120,1,20,6,14,1974-03-09,1974-07-20
14,Love's Theme,Love Unlimited Orchestra,8457.9998,8337.9998,120,1,17,7,14,1974-01-05,1974-04-27
15,Sideshow,Blue Magic,8229.4746,8214.4746,15,8,21,3,15,1974-05-18,1974-10-05
16,Nothing From Nothing,Billy Preston,8214.4847,8094.4847,120,1,18,7,14,1974-07-13,1974-11-09
17,Hooked On A Feeling,Blue Swede,8041.0265,7921.0265,120,1,17,7,14,1974-02-16,1974-06-08
18,Sunshine On My Shoulders,John Denver,8022.9337,7902.9337,120,1,18,7,13,1974-01-26,1974-05-25
19,The Streak,Ray Stevens,7997.3642,7877.3642,120,1,17,8,12,1974-04-13,1974-08-03
20,Band On The Run,Paul Mccartney And Wings,7952.3812,7832.3812,120,1,18,7,13,1974-04-20,1974-08-17
21,Rock Me Gently,Andy Kim,7932.4070,7812.4070,120,1,18,6,13,1974-06-22,1974-10-19
22,Boogie Down,Eddie Kendricks,7893.6578,7818.6578,75,2,18,6,13,1974-01-05,1974-05-04
23,Rock On,David Essex,7881.5670,7841.5670,40,5,17,5,14,1974-01-05,1974-04-27
24,Best Thing That Ever Happened To Me,Gladys Knight And The Pips,7744.6738,7669.6738,75,3,17,5,13,1974-02-16,1974-06-08
25,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,7676.5649,7601.5649,75,3,15,6,14,1974-01-05,1974-04-13
26,Spiders & Snakes,Jim Stafford,7632.6949,7557.6949,75,3,15,7,14,1974-01-05,1974-04-13
27,Sundown,Gordon Lightfoot,7494.8697,7374.8697,120,1,18,7,11,1974-04-13,1974-08-10
28,Feel Like Makin' Love,Roberta Flack,7476.4987,7356.4987,120,1,16,6,13,1974-06-22,1974-10-05
29,If You Love Me (let Me Know),Olivia Newton-john,7445.2206,7405.2206,40,5,20,4,12,1974-04-13,1974-08-24
30,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,7335.3036,7215.3036,120,1,19,7,12,1974-04-20,1974-08-24
31,The Entertainer,"Marvin Hamlisch/""the Sting""",7263.0142,7188.0142,75,3,16,7,12,1974-03-23,1974-07-06
32,Dark Lady,Cher,7239.6609,7119.6609,120,1,16,6,12,1974-01-19,1974-05-04
33,Tell Me Something Good,Rufus,7228.2734,7153.2734,75,3,17,6,12,1974-06-15,1974-10-05
34,Do It ('til You're Satisfied),B.t. Express,7218.9023,7143.9023,75,2,14,7,13,1974-09-28,1974-12-28
35,Just Don't Want To Be Lonely,The Main Ingredient,7215.2756,7200.2756,15,10,20,1,14,1974-02-02,1974-06-15
36,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-turner Overdrive,7204.1598,7084.1598,120,1,15,5,12,1974-09-21,1974-12-28
37,Annie's Song,John Denver,7185.2171,7065.2171,120,1,17,7,11,1974-06-01,1974-09-21
38,The Show Must Go On,Three Dog Night,7136.1592,7096.1592,40,4,19,4,12,1974-03-16,1974-07-20
39,(You're) Having My Baby,Paul Anka,7097.1558,6977.1558,120,1,15,6,11,1974-07-06,1974-10-12
40,Mockingbird,Carly Simon,6980.1579,6940.1579,40,5,16,6,13,1974-02-02,1974-05-18
