rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Somebody That I Used To Know,Gotye,16447.2566,16327.2566,120,1,50,24,43,2012-01-21,2012-12-29
2,Call Me Maybe,Carly Rae Jepsen,16221.2632,16101.2632,120,1,43,23,40,2012-03-10,2012-12-29
3,We Are Young,Fun,16174.6840,16054.6840,120,1,40,22,33,2012-01-21,2012-10-20
4,Payphone,Maroon 5,15467.0483,15392.0483,75,2,31,19,30,2012-05-05,2012-12-01
5,Some Nights,Fun,15139.5960,15064.5960,75,3,43,19,26,2012-03-10,2012-12-29
6,Starships,Nicki Minaj,14952.8517,14912.8517,40,5,31,21,30,2012-03-03,2012-09-29
7,Lights,Ellie Goulding,14882.2464,14807.2464,75,2,51,14,33,2012-01-14,2012-12-29
8,Stronger (What Doesn't Kill You),Kelly Clarkson,14841.4363,14721.4363,120,1,35,16,30,2012-01-21,2012-09-15
9,Glad You Came,The Wanted,14649.8688,14574.8688,75,3,37,15,32,2012-01-28,2012-10-06
10,Wild Ones,Flo Rida,14139.5837,14099.5837,40,5,36,14,28,2012-01-07,2012-09-22
11,What Makes You Beautiful,One Direction,14012.5101,13972.5101,40,4,34,13,31,2012-03-03,2012-10-20
12,Set Fire To The Rain,Adele,13999.6216,13879.6216,120,1,27,14,24,2012-01-07,2012-07-07
13,Wide Awake,Katy Perry,13782.2868,13707.2868,75,2,26,13,24,2012-06-09,2012-12-01
14,One More Night,Maroon 5,13437.3306,13317.3306,120,1,26,18,20,2012-07-07,2012-12-29
15,We Found Love,Rihanna,13345.9239,13225.9239,120,1,28,11,24,2012-01-07,2012-07-14
16,Whistle,Flo Rida,12795.9409,12675.9409,120,1,29,12,21,2012-05-12,2012-12-15
17,Everybody Talks,Neon Trees,12764.2764,12749.2764,15,6,39,3,28,2012-03-31,2012-12-22
18,Titanium,David Guetta,12686.6117,12671.6117,15,7,32,8,25,2012-05-05,2012-12-08
19,The Motto,Drake,12656.8758,12656.8758,0,14,30,0,28,2012-01-07,2012-07-28
