rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Blurred Lines,Robin Thicke,16156.3666,16036.3666,120,1,35,21,31,2013-05-04,2013-12-28
2,Thrift Shop,Macklemore,16065.2281,15945.2281,120,1,38,21,37,2013-01-05,2013-09-21
3,Radioactive,Imagine Dragons,15514.0214,15439.0214,75,3,52,20,48,2013-01-05,2013-12-28
4,Can't Hold Us,Macklemore,15112.2591,14992.2591,120,1,39,17,33,2013-02-16,2013-11-16
5,Mirrors,Justin Timberlake,14911.6254,14836.6254,75,2,42,15,35,2013-03-02,2013-12-14
6,Get Lucky,Daft Punk,14818.9701,14743.9701,75,2,29,15,28,2013-05-04,2013-11-16
7,Just Give Me A Reason,P!nk,14721.9355,14601.9355,120,1,36,15,30,2013-03-02,2013-11-02
8,When I Was Your Man,Bruno Mars,14570.8999,14450.8999,120,1,34,16,28,2013-01-05,2013-08-31
9,Stay,Rihanna,14316.7970,14241.7970,75,3,32,16,27,2013-02-23,2013-09-28
10,Cruise,Florida Georgia Line,14314.5624,14274.5624,40,4,36,14,30,2013-01-05,2013-10-26
11,We Can't Stop,Miley Cyrus,13770.6430,13695.6430,75,2,26,11,24,2013-06-22,2013-12-14
12,I Knew You Were Trouble.,Taylor Swift,13212.4699,13137.4699,75,2,27,14,21,2013-01-05,2013-07-06
13,Ho Hey,The Lumineers,13201.5834,13126.5834,75,3,34,9,27,2013-01-05,2013-08-24
14,Holy Grail,Jay Z,13152.8366,13112.8366,40,4,23,16,23,2013-07-27,2013-12-28
15,Wake Me Up!,Avicii,12981.0715,12941.0715,40,4,25,17,20,2013-07-13,2013-12-28
16,Locked Out Of Heaven,Bruno Mars,12819.6085,12699.6085,120,1,25,12,22,2013-01-05,2013-06-22
17,Suit & Tie,Justin Timberlake,12773.4289,12698.4289,75,3,26,13,21,2013-01-26,2013-07-20
18,Royals,Lorde,12705.3146,12585.3146,120,1,24,16,20,2013-07-20,2013-12-28
19,Safe And Sound,Capital Cities,12658.5859,12643.5859,15,8,33,6,24,2013-05-18,2013-12-28
20,The Way,Ariana Grande,12386.9359,12371.9359,15,9,26,4,24,2013-04-13,2013-10-05
21,Clarity,Zedd,12311.4028,12296.4028,15,8,33,2,23,2013-04-06,2013-11-16
22,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,12045.6705,12030.6705,15,6,44,7,23,2013-01-12,2013-11-09
23,I Love It,Icona Pop,11857.0399,11842.0399,15,7,29,8,22,2013-02-16,2013-08-31
24,Roar,Katy Perry,11434.0491,11314.0491,120,1,19,16,18,2013-08-24,2013-12-28
