rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,He'll Have To Go,Jim Reeves,11686.8585,11611.8585,75,2,22,12,20,1960-01-02,1960-05-28
2,I'm Sorry,Brenda Lee,10901.4039,10781.4039,120,1,23,11,18,1960-05-28,1960-10-29
3,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,10757.8016,10637.8016,120,1,21,12,17,1960-01-09,1960-05-28
4,It's Now Or Never,Elvis Presley,10142.6240,10022.6240,120,1,20,11,16,1960-07-16,1960-11-26
5,Sixteen Reasons,Connie Stevens,9893.0748,9818.0748,75,3,24,7,17,1960-01-30,1960-07-09
6,The Twist,Chubby Checker,9795.4659,9675.4659,120,1,18,12,15,1960-07-30,1960-11-26
7,Sweet Nothin's,Brenda Lee,9482.5458,9442.5458,40,4,22,7,15,1960-01-02,1960-05-28
8,Everybody's Somebody's Fool,Connie Francis,9380.5972,9260.5972,120,1,18,8,16,1960-05-07,1960-09-03
9,Greenfields,The Brothers Four,9314.9271,9239.9271,75,2,20,9,15,1960-02-20,1960-07-02
10,Only The Lonely (Know How I Feel),Roy Orbison,9011.0294,8936.0294,75,2,21,8,15,1960-06-04,1960-10-22
11,My Heart Has A Mind Of Its Own,Connie Francis,8885.9092,8765.9092,120,1,17,10,14,1960-08-13,1960-12-03
12,Save The Last Dance For Me,The Drifters,8798.7553,8678.7553,120,1,18,9,14,1960-09-03,1960-12-31
13,Finger Poppin' Time,Hank Ballard And The Midnighters,8705.3262,8690.3262,15,7,26,4,13,1960-05-14,1960-11-05
14,Handy Man,Jimmy Jones,8646.6348,8571.6348,75,2,17,9,14,1960-01-02,1960-04-23
15,"Please Help Me, I'm Falling",Hank Locklin,8635.9031,8620.9031,15,8,22,3,15,1960-05-21,1960-10-15
16,Cathy's Clown,The Everly Brothers,8533.0312,8413.0312,120,1,17,9,13,1960-04-16,1960-08-06
17,Walk -- Don't Run,The Ventures,8462.7704,8387.7704,75,2,18,9,14,1960-07-16,1960-11-12
18,Teen Angel,Mark Dinning,8248.4378,8128.4378,120,1,16,10,14,1960-01-02,1960-04-16
19,Theme From The Apartment,Ferrante,8187.9022,8172.9022,15,10,20,3,15,1960-07-23,1960-12-03
20,Stuck On You,Elvis Presley,8042.4088,7922.4088,120,1,16,10,13,1960-04-02,1960-07-16
21,Sink The Bismark,Johnny Horton,8022.5390,7947.5390,75,3,18,7,13,1960-03-05,1960-07-02
22,Chain Gang,Sam Cooke,7960.9213,7885.9213,75,2,16,8,13,1960-08-13,1960-11-26
23,Wild One,Bobby Rydell,7954.1434,7879.1434,75,2,16,8,13,1960-01-30,1960-05-14
24,Running Bear,Johnny Preston,7837.4723,7717.4723,120,1,16,10,12,1960-01-02,1960-04-16
25,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,7682.3190,7562.3190,120,1,15,8,13,1960-07-02,1960-10-08
26,Alley-Oop,Hollywood Argyles,7649.9453,7529.9453,120,1,15,8,12,1960-05-28,1960-09-03
27,Mission Bell,Donnie Brooks,7559.0841,7544.0841,15,7,20,4,15,1960-06-11,1960-10-22
28,Mule Skinner Blues,The Fendermen,7544.7994,7504.7994,40,5,18,5,13,1960-05-21,1960-09-17
29,Kiddio,Brook Benton,7541.0147,7526.0147,15,7,17,4,13,1960-08-06,1960-11-26
30,What In The World's Come Over You,Jack Scott,7537.0999,7497.0999,40,5,16,7,13,1960-01-09,1960-04-23
31,Love You So,Ron Holden,7522.9233,7507.9233,15,7,19,3,13,1960-04-02,1960-08-06
32,I Want To Be Wanted,Brenda Lee,7489.8768,7369.8768,120,1,15,6,13,1960-09-10,1960-12-17
33,Night,Jackie Wilson,7442.4203,7402.4203,40,4,17,6,12,1960-03-19,1960-07-09
34,Devil Or Angel,Bobby Vee,7401.3290,7386.3290,15,6,19,5,13,1960-07-30,1960-12-03
35,Burning Bridges,Jack Scott,7339.7414,7264.7414,75,3,17,6,12,1960-04-16,1960-08-06
36,Paper Roses,Anita Bryant,7157.3549,7117.3549,40,5,17,6,12,1960-04-09,1960-07-30
37,Good Timin',Jimmy Jones,6867.0901,6792.0901,75,3,15,7,10,1960-04-16,1960-07-23
38,North To Alaska,Johnny Horton,6859.2344,6819.2344,40,4,16,6,12,1960-09-17,1960-12-31
39,Because They're Young,Duane Eddy And The Rebels,6846.6413,6806.6413,40,4,15,4,12,1960-05-21,1960-08-27
40,Let The Little Girl Dance,Billy Bland,6841.1741,6826.1741,15,7,20,4,13,1960-02-13,1960-06-25
