rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Tossin' And Turnin',Bobby Lewis,11171.9658,11051.9658,120,1,23,12,17,1961-04-22,1961-09-23
2,Pony Time,Chubby Checker,8507.9575,8387.9575,120,1,16,8,14,1961-01-21,1961-05-06
3,Travelin' Man,Ricky Nelson,8403.3445,8283.3445,120,1,16,8,15,1961-04-22,1961-08-05
4,Runaway,Del Shannon,8297.2181,8177.2181,120,1,17,9,12,1961-03-04,1961-06-24
5,Dedicated To The One I Love,The Shirelles,8168.1629,8093.1629,75,3,16,9,14,1961-01-21,1961-05-06
6,Bristol Stomp,The Dovells,8031.9960,7956.9960,75,2,16,9,14,1961-09-09,1961-12-23
7,Big Bad John,Jimmy Dean,8017.9388,7897.9388,120,1,14,10,13,1961-09-30,1961-12-30
8,Running Scared,Roy Orbison,7969.4560,7849.4560,120,1,17,4,15,1961-04-08,1961-07-29
9,Runaround Sue,Dion,7927.4413,7807.4413,120,1,14,9,12,1961-09-23,1961-12-23
10,Michael,The Highwaymen,7893.6464,7773.6464,120,1,17,9,11,1961-07-08,1961-10-28
11,Crying,Roy Orbison,7785.7520,7710.7520,75,2,16,5,14,1961-08-12,1961-11-25
12,Calcutta,Lawrence Welk And His Orchestra,7632.6248,7512.6248,120,1,13,9,12,1961-01-07,1961-04-01
13,Raindrops,Dee Clark,7487.5041,7412.5041,75,2,16,8,12,1961-04-29,1961-08-12
14,Mother-In-Law,Ernie K-doe,7477.6287,7357.6287,120,1,14,8,12,1961-03-25,1961-06-24
15,Apache,Jorgen Ingmann,7432.4248,7357.4248,75,2,17,5,13,1961-01-21,1961-05-13
16,Wheels,The String-a-longs,7422.4073,7347.4073,75,3,16,6,13,1961-01-07,1961-04-22
17,Let's Twist Again,Chubby Checker,7417.6837,7402.6837,15,8,19,5,14,1961-06-17,1961-12-30
18,Don't Worry,Marty Robbins,7382.5236,7307.5236,75,3,15,7,12,1961-01-28,1961-05-06
19,The Boll Weevil Song,Brook Benton,7363.9450,7288.9450,75,2,16,8,12,1961-05-13,1961-08-26
20,My True Story,The Jive Five,7265.2016,7190.2016,75,3,19,4,12,1961-07-01,1961-11-04
21,A Hundred Pounds Of Clay,Gene Mcdaniels,7195.1195,7120.1195,75,3,15,8,12,1961-03-18,1961-06-24
22,Quarter To Three,U.s. Bonds,7192.3434,7072.3434,120,1,15,8,12,1961-05-20,1961-08-26
23,Take Good Care Of My Baby,Bobby Vee,7174.7343,7054.7343,120,1,15,7,11,1961-08-05,1961-11-11
24,Wooden Heart,Joe Dowell,7137.7361,7017.7361,120,1,16,7,12,1961-06-24,1961-10-07
25,Please Mr. Postman,The Marvelettes,7106.2267,6986.2267,120,1,18,7,12,1961-09-02,1961-12-30
26,Blue Moon,The Marcels,7099.9143,6979.9143,120,1,14,8,11,1961-03-04,1961-06-03
27,"I Like It Like That, Part 1",Chris Kenner,7082.6972,7007.6972,75,2,17,7,10,1961-05-27,1961-09-16
28,Hit The Road Jack,Ray Charles And His Orchestra,7034.3514,6914.3514,120,1,13,8,11,1961-09-09,1961-12-02
29,Exodus,Ferrante,7006.3903,6931.3903,75,2,13,7,12,1961-01-07,1961-04-01
30,Where The Boys Are,Connie Francis,6993.1744,6953.1744,40,4,15,5,12,1961-01-14,1961-04-22
31,Moody River,Pat Boone,6955.8205,6835.8205,120,1,15,6,12,1961-04-29,1961-08-05
32,Will You Love Me Tomorrow,The Shirelles,6896.6718,6776.6718,120,1,12,7,11,1961-01-07,1961-03-25
33,Surrender,Elvis Presley,6816.3125,6696.3125,120,1,12,8,11,1961-02-18,1961-05-06
34,Last Night,Mar-keys,6727.5118,6652.5118,75,3,14,5,12,1961-07-01,1961-09-30
35,Hello Mary Lou,Ricky Nelson,6698.5324,6683.5324,15,9,15,1,13,1961-04-29,1961-08-05
36,Fool #1,Brenda Lee,6624.8947,6549.8947,75,3,14,5,12,1961-09-30,1961-12-30
37,Shop Around,The Miracles,6553.4962,6478.4962,75,2,12,6,12,1961-01-07,1961-03-25
38,On The Rebound,Floyd Cramer,6505.5475,6465.5475,40,4,13,6,11,1961-03-04,1961-05-27
39,This Time,Troy Shondell,6468.8292,6453.8292,15,6,13,6,12,1961-09-16,1961-12-09
40,Daddy's Home,Shep And The Limelites,6388.0518,6313.0518,75,2,14,4,11,1961-03-25,1961-06-24
41,But I Do,Clarence Henry,6379.6943,6339.6943,40,4,16,5,11,1961-02-18,1961-06-03
42,Stand By Me,Ben E. King,6277.4866,6237.4866,40,4,14,4,11,1961-05-06,1961-08-05
43,Take Good Care Of Her,Adam Wade,6258.5852,6243.5852,15,7,14,4,10,1961-03-11,1961-06-10
44,I Love How You Love Me,The Paris Sisters,6171.5840,6131.5840,40,5,15,3,11,1961-09-02,1961-12-09
45,The Fly,Chubby Checker,6146.7610,6131.7610,15,7,13,5,11,1961-09-23,1961-12-16
46,I Fall To Pieces,Patsy Cline,6113.5745,6113.5745,0,12,20,0,10,1961-05-20,1961-09-30
47,I've Told Every Little Star,Linda Scott,6095.9813,6020.9813,75,3,14,5,10,1961-03-11,1961-06-10
48,Portrait Of My Love,Steve Lawrence,6017.5420,6002.5420,15,9,16,1,10,1961-03-04,1961-06-17
49,Calendar Girl,Neil Sedaka,5971.6826,5931.6826,40,4,12,5,11,1961-01-07,1961-03-25
50,Dum Dum,Brenda Lee,5942.1525,5902.1525,40,4,12,6,10,1961-06-17,1961-09-02
51,Hats Off To Larry,Del Shannon,5930.9917,5890.9917,40,5,13,5,11,1961-06-03,1961-08-26
52,I Understand (Just How You Feel),The G-clefs,5916.8233,5901.8233,15,9,16,1,11,1961-09-16,1961-12-30
53,Every Beat Of My Heart,Pips,5879.9417,5864.9417,15,6,13,6,10,1961-05-13,1961-08-05
54,The Mountain's High,Dick And Deedee,5874.2278,5799.2278,75,2,15,3,10,1961-07-29,1961-11-04
55,Mexico,Bob Moore And His Orch,5851.0433,5836.0433,15,7,15,3,10,1961-08-12,1961-11-18
56,Sad Movies (Make Me Cry),Sue Thompson,5846.4046,5806.4046,40,5,14,5,11,1961-09-02,1961-12-02
57,There's A Moon Out Tonight,The Capris,5834.9766,5759.9766,75,3,13,4,10,1961-01-07,1961-04-01
58,Goodbye Cruel World,James Darren,5820.9935,5745.9935,75,3,12,7,9,1961-10-14,1961-12-30
59,Let's Get Together,Hayley Mills And Hayley Mills,5816.0080,5801.0080,15,8,14,3,11,1961-09-02,1961-12-02
60,Spanish Harlem,Ben E. King,5811.3054,5796.3054,15,10,15,1,10,1961-01-07,1961-04-15
61,Yellow Bird,Arthur Lyman Group,5777.4332,5737.4332,40,4,12,5,10,1961-05-27,1961-08-12
62,Little Sister,Elvis Presley,5773.0687,5733.0687,40,5,13,4,10,1961-08-19,1961-11-11
