rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,"Hello, Dolly!",Louis Armstrong And The All Stars,11427.8936,11307.8936,120,1,22,13,19,1964-02-15,1964-07-11
2,I Want To Hold Your Hand,The Beatles,9074.2733,8954.2733,120,1,15,12,14,1964-01-18,1964-04-25
3,She Loves You,The Beatles,8532.1966,8412.1966,120,1,15,11,14,1964-01-25,1964-05-02
4,"Oh, Pretty Woman",Roy Orbison And The Candy Men,8253.9412,8133.9412,120,1,15,8,14,1964-08-29,1964-12-05
5,My Guy,Mary Wells,8107.4154,7987.4154,120,1,15,8,13,1964-04-04,1964-07-11
6,I Get Around,The Beach Boys,8067.8258,7947.8258,120,1,15,9,13,1964-05-23,1964-08-29
7,Everybody Loves Somebody,Dean Martin,7987.9667,7867.9667,120,1,15,8,13,1964-06-27,1964-10-03
8,Where Did Our Love Go,The Supremes,7596.9772,7476.9772,120,1,14,9,13,1964-07-11,1964-10-10
9,We'll Sing In The Sunshine,Gale Garnett,7430.5442,7390.5442,40,4,17,6,13,1964-08-08,1964-11-28
10,Last Kiss,J. Frank Wilson And The Cavaliers,7424.0953,7349.0953,75,2,15,8,12,1964-09-05,1964-12-12
11,A Hard Day's Night,The Beatles,7336.3622,7216.3622,120,1,13,8,12,1964-07-18,1964-10-10
12,Baby Love,The Supremes,7296.5338,7176.5338,120,1,13,8,12,1964-10-03,1964-12-26
13,Do Wah Diddy Diddy,Manfred Mann,7268.3025,7148.3025,120,1,13,9,12,1964-09-05,1964-11-28
14,Java,Al undefined Hirt,7074.5504,7034.5504,40,4,16,6,13,1964-01-04,1964-04-18
15,People,Barbra Streisand,7024.5069,6984.5069,40,5,19,5,12,1964-04-04,1964-08-08
16,Dancing In The Street,Martha,6928.0955,6853.0955,75,2,14,7,11,1964-08-22,1964-11-21
17,Chapel Of Love,The Dixie Cups,6859.1665,6739.1665,120,1,13,7,11,1964-05-02,1964-07-25
18,Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,6786.2244,6711.2244,75,3,15,6,12,1964-04-11,1964-07-18
19,Rag Doll,The 4 Seasons,6698.2775,6578.2775,120,1,12,7,11,1964-06-20,1964-09-05
20,Little Children,Billy J. Kramer,6680.4700,6665.4700,15,7,15,3,12,1964-04-18,1964-07-25
21,Love Me Do,The Beatles,6644.8469,6524.8469,120,1,14,6,11,1964-04-11,1964-07-11
22,Under The Boardwalk,The Drifters,6584.5411,6544.5411,40,4,14,5,12,1964-06-27,1964-09-26
23,Dawn (Go Away),The 4 Seasons,6584.3136,6509.3136,75,3,13,6,11,1964-02-01,1964-04-25
24,Bread And Butter,The Newbeats,6501.8642,6426.8642,75,2,12,7,11,1964-08-15,1964-10-31
25,Suspicion,Terry Stafford,6484.7962,6409.7962,75,3,15,7,10,1964-02-22,1964-05-30
26,Come A Little Bit Closer,Jay,6385.9627,6310.9627,75,3,15,4,11,1964-09-12,1964-12-19
27,A World Without Love,Peter And Gordon,6371.1774,6251.1774,120,1,12,8,11,1964-05-09,1964-07-25
28,Please Please Me,The Beatles,6337.5427,6262.5427,75,3,13,7,10,1964-02-01,1964-04-25
