rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Jessie's Girl,Rick Springfield,13045.1658,12925.1658,120,1,32,12,22,1981-03-28,1981-10-31
2,Bette Davis Eyes,Kim Carnes,12314.1731,12194.1731,120,1,26,14,20,1981-03-28,1981-09-19
3,Endless Love,Diana Ross,12192.4481,12072.4481,120,1,25,13,19,1981-07-11,1981-12-26
4,Queen Of Hearts,Juice Newton,11257.5702,11182.5702,75,2,27,10,19,1981-05-30,1981-11-28
5,"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,11078.7237,11003.7237,75,2,26,10,18,1981-05-09,1981-10-31
6,Being With You,Smokey Robinson,10649.1870,10574.1870,75,2,25,10,16,1981-02-14,1981-08-01
7,Keep On Loving You,Reo Speedwagon,10547.2063,10427.2063,120,1,23,9,19,1981-01-03,1981-06-06
8,Slow Hand,The Pointer Sisters,10245.5575,10170.5575,75,2,24,11,16,1981-05-30,1981-11-07
9,Just The Two Of Us,"Grover Washington, Jr",10214.7746,10139.7746,75,2,24,11,16,1981-02-14,1981-07-25
10,Arthur's Theme (Best That You Can Do),Christopher Cross,10212.7111,10092.7111,120,1,20,12,17,1981-08-15,1981-12-26
11,Woman,John Lennon,10124.6056,10049.6056,75,2,20,12,17,1981-01-17,1981-05-30
12,Kiss On My List,Daryl Hall undefined John Oates,10037.5623,9917.5623,120,1,23,8,17,1981-01-24,1981-06-27
13,Start Me Up,The Rolling Stones,9913.6892,9838.6892,75,2,19,11,18,1981-08-22,1981-12-26
14,9 To 5,Dolly Parton,9829.5322,9709.5322,120,1,21,9,16,1981-01-03,1981-05-23
15,A Woman Needs Love (Just Like You Do),Ray Parker Jr,9817.6613,9777.6613,40,4,27,6,15,1981-03-07,1981-09-05
16,Urgent,Foreigner,9625.1435,9585.1435,40,4,23,7,17,1981-07-04,1981-12-05
17,Sukiyaki,A Taste Of Honey,9575.4571,9500.4571,75,3,24,8,16,1981-03-07,1981-08-15
18,Celebration,Kool,9439.1118,9319.1118,120,1,20,7,15,1981-01-03,1981-05-16
19,Stop Draggin' My Heart Around,Stevie Nicks,9360.3053,9285.3053,75,3,21,10,15,1981-07-25,1981-12-12
20,I Love A Rainy Night,Eddie Rabbitt,9338.3235,9218.3235,120,1,20,9,14,1981-01-03,1981-05-16
21,Angel Of The Morning,Juice Newton,9286.5487,9246.5487,40,4,22,6,16,1981-02-21,1981-07-18
22,Private Eyes,Daryl Hall undefined John Oates,9138.9761,9018.9761,120,1,18,9,16,1981-08-29,1981-12-26
23,Medley,Stars On 45,9092.4573,8972.4573,120,1,21,8,14,1981-04-11,1981-08-29
24,Step By Step,Eddie Rabbitt,9031.6892,8991.6892,40,5,22,8,15,1981-07-25,1981-12-19
25,The Best Of Times,Styx,9013.1074,8938.1074,75,3,19,10,15,1981-01-24,1981-05-30
26,I Love You,Climax Blues Band,8961.4918,8961.4918,0,12,27,0,17,1981-02-21,1981-08-22
27,Morning Train (Nine To Five),Sheena Easton,8958.9990,8838.9990,120,1,21,6,15,1981-02-14,1981-07-04
28,Who's Crying Now,Journey,8948.3663,8908.3663,40,4,21,8,14,1981-07-18,1981-12-05
29,(There's) No Gettin' Over Me,Ronnie Milsap,8880.7609,8840.7609,40,5,20,8,15,1981-06-27,1981-11-07
30,Rapture,Blondie,8790.5714,8670.5714,120,1,20,8,14,1981-01-31,1981-06-13
31,For Your Eyes Only,Sheena Easton,8727.6121,8687.6121,40,4,23,5,14,1981-07-25,1981-12-26
32,Take It On The Run,Reo Speedwagon,8582.0437,8542.0437,40,5,20,6,15,1981-03-21,1981-08-01
33,Elvira,The Oak Ridge Boys,8557.7284,8517.7284,40,5,22,8,14,1981-05-16,1981-10-10
34,Lady (You Bring Me Up),Commodores,8460.7177,8445.7177,15,8,22,6,15,1981-06-20,1981-11-14
35,The One That You Love,Air Supply,8417.0970,8297.0970,120,1,19,8,14,1981-05-16,1981-09-19
36,Living Inside Myself,Gino Vannelli,8394.4313,8379.4313,15,6,20,7,14,1981-03-21,1981-08-01
37,Crying,Don Mclean,8391.6366,8351.6366,40,5,18,6,15,1981-01-24,1981-05-23
38,The Winner Takes It All,Abba,8242.1454,8227.1454,15,8,20,4,15,1981-01-03,1981-05-16
39,I Don't Need You,Kenny Rogers,8220.8330,8145.8330,75,3,18,8,14,1981-06-13,1981-10-10
40,Boy From New York City,The Manhattan Transfer,8185.4160,8170.4160,15,7,21,6,13,1981-05-23,1981-10-10
