rv_rank,title,artist,total_score,weekly_score_top26,peak_bonus,peak_rank,weeks_on_chart,weeks_in_top_10,weeks_in_top_40,first_chart_date,last_chart_date
1,Baby Got Back,Sir Mix-a-lot,14505.1247,14385.1247,120,1,28,15,24,1992-04-11,1992-10-17
2,"End Of The Road (From ""Boomerang"")",Boyz Ii Men,14407.2451,14287.2451,120,1,24,19,23,1992-07-18,1992-12-26
3,Baby-Baby-Baby,Tlc,13822.6076,13747.6076,75,2,30,14,24,1992-06-06,1992-12-26
4,Just Another Day,Jon Secada,13686.9148,13646.9148,40,5,37,12,30,1992-04-18,1992-12-26
5,Save The Best For Last,Vanessa Williams,13363.0343,13243.0343,120,1,27,13,23,1992-02-01,1992-08-01
6,Tears In Heaven,Eric Clapton,13118.2415,13043.2415,75,2,26,12,23,1992-02-08,1992-08-01
7,My Lovin' (You're Never Gonna Get It),En Vogue,13038.8455,12963.8455,75,2,30,13,22,1992-03-21,1992-10-10
8,Under The Bridge,Red Hot Chili Peppers,12828.6533,12753.6533,75,2,26,12,23,1992-04-04,1992-09-26
9,Jump Around,House Of Pain,12531.3114,12456.3114,75,3,27,11,23,1992-06-27,1992-12-26
10,Achy Breaky Heart,Billy Ray Cyrus,12064.4707,12024.4707,40,4,25,10,22,1992-05-09,1992-10-24
11,Life Is A Highway,Tom Cochrane,11539.8184,11524.8184,15,6,26,6,20,1992-05-16,1992-11-07
12,Jump,Kris Kross,11515.8001,11395.8001,120,1,21,13,18,1992-04-04,1992-08-22
13,Come & Talk To Me,Jodeci,10966.0063,10966.0063,0,11,28,0,21,1992-04-04,1992-10-10
14,Sometimes Love Just Ain't Enough,Patty Smyth,10930.2004,10855.2004,75,2,20,11,18,1992-08-15,1992-12-26
15,November Rain,Guns N' Roses,10682.7419,10607.7419,75,3,20,10,20,1992-06-27,1992-11-07
16,I Love Your Smile,Shanice,10625.7281,10550.7281,75,2,20,11,18,1992-01-04,1992-05-16
17,To Be With You,Mr. Big,10612.0485,10492.0485,120,1,22,9,17,1992-01-04,1992-05-30
18,I'm Too Sexy,Right Said Fred,10202.7176,10082.7176,120,1,19,12,17,1992-01-04,1992-05-09
19,Masterpiece,Atlantic Starr,10192.9857,10117.9857,75,3,20,9,19,1992-02-01,1992-06-13
20,If You Asked Me To,Celine Dion,10151.7521,10111.7521,40,4,22,8,19,1992-04-25,1992-09-19
21,Giving Him Something He Can Feel,En Vogue,10130.0990,10115.0990,15,6,24,7,17,1992-06-06,1992-11-14
22,Live And Learn,Joe Public,10115.7663,10075.7663,40,4,21,8,18,1992-03-14,1992-08-01
23,Remember The Time,Michael Jackson,10019.2109,9944.2109,75,3,20,9,16,1992-01-25,1992-06-06
24,Humpin' Around,Bobby Brown,10005.3031,9930.3031,75,3,20,8,17,1992-08-08,1992-12-19
25,All 4 Love,Color Me Badd,9798.1303,9678.1303,120,1,20,9,17,1992-01-04,1992-05-16
26,Ain't 2 Proud 2 Beg,Tlc,9581.5009,9566.5009,15,6,22,9,17,1992-02-22,1992-07-18
27,Damn I Wish I Was Your Lover,Sophie B. Hawkins,9526.5964,9486.5964,40,5,21,7,17,1992-04-18,1992-09-05
28,Please Don't Go,K.w.s,9518.3339,9503.3339,15,6,26,5,16,1992-06-20,1992-12-12
29,Move This,Technotronic,9475.1993,9460.1993,15,6,23,3,18,1992-06-13,1992-11-14
30,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,9471.1542,9456.1542,15,6,24,5,16,1992-01-04,1992-06-13
31,The One,Elton John,9422.9738,9407.9738,15,9,22,1,18,1992-06-27,1992-11-21
32,The Best Things In Life Are Free,Luther Vandross And Janet Jackson,9407.3076,9392.3076,15,10,20,3,18,1992-05-30,1992-10-10
33,All I Want,Toad The Wet Sprocket,9395.5122,9395.5122,0,15,25,0,18,1992-06-27,1992-12-12
34,Tennessee,Arrested Development,9255.5154,9240.5154,15,6,22,5,17,1992-04-11,1992-09-05
35,Back To The Hotel,N2deep,9226.2153,9226.2153,0,23,25,0,19,1992-07-11,1992-12-26
36,She's Playing Hard To Get,Hi-five,9110.6053,9070.6053,40,5,20,7,16,1992-08-01,1992-12-12
37,Make It Happen,Mariah Carey,9035.0545,8995.0545,40,5,20,7,16,1992-02-22,1992-07-04
38,This Used To Be My Playground,Madonna,8935.2947,8815.2947,120,1,20,8,14,1992-07-04,1992-11-14
39,People Everyday,Arrested Development,8865.3687,8850.3687,15,8,20,4,18,1992-08-15,1992-12-26
40,Good For Me,Amy Grant,8858.9139,8843.9139,15,8,20,3,17,1992-01-18,1992-05-30
